method,seed,position_noise_std,velocity_noise_std,initial_uav_x,initial_uav_y,ugv_vx,success,rmse,steady_rmse,final_error,final_relative_speed,stable_ratio,capture_time,settling_time,forward_overshoot,meaningful_ahead_ratio,command_smoothness,mean_command_change,max_command_change
Residual PPO,1025,0.0,0.0,-0.7683239579200745,0.258014976978302,0.24864348769187927,True,0.20762118697166443,0.007234308402985334,0.001686630304902792,5.382567451306386e-06,0.8575,2.85,2.85,0.0015974044799804688,0.0,3.6361616366775706e-05,0.0017345943488180637,0.05492113158106804
Residual PPO,1026,0.0,0.0,-1.7438942193984985,0.19023452699184418,0.2583710551261902,True,0.509953498840332,0.017274774610996246,0.0020020385272800922,1.5804791473783553e-05,0.78,4.4,4.4,0.0019388198852539062,0.0,3.780873157666065e-05,0.0021751970052719116,0.0565347783267498
Residual PPO,1027,0.0,0.0,-1.9580382108688354,0.12429128587245941,0.36954861879348755,True,0.6339989900588989,0.028007719665765762,0.005995755549520254,2.9756920412182808e-05,0.7525,4.95,4.95,0.005995750427246094,0.0,3.274477057857439e-05,0.0018681245855987072,0.05602428689599037
Residual PPO,1028,0.0,0.0,-0.7757433652877808,-0.22796711325645447,0.4025936424732208,True,0.23994915187358856,0.011350352317094803,0.007213898003101349,1.2916766536363866e-05,0.8475,3.0500000000000003,3.0500000000000003,0.007212638854980469,0.0,3.6491335777100176e-05,0.001887945574708283,0.05677872151136398
Residual PPO,1029,0.0,0.0,-0.7448340058326721,0.6458722352981567,0.214758962392807,True,0.2371533215045929,0.008169654756784439,0.0007768401992507279,3.2304915293934755e-06,0.8575,2.85,2.85,0.00034046173095703125,0.0,3.6743782402481884e-05,0.001916992012411356,0.05146240442991257
Residual PPO,1030,0.0,0.0,-1.6447029113769531,-0.9496257901191711,0.4438457489013672,True,0.5955281257629395,0.031078556552529335,0.008641497232019901,3.102056143688969e-05,0.7625,4.75,4.75,0.008636474609375,0.0,3.807864777627401e-05,0.0025685231667011976,0.05486126244068146
Residual PPO,1031,0.0,0.0,-0.9611496329307556,0.9009804725646973,0.39864641427993774,True,0.36069607734680176,0.014625695534050465,0.0070791481994092464,1.0611074685584754e-05,0.8225,3.5500000000000003,3.5500000000000003,0.0070781707763671875,0.0,3.718184962053783e-05,0.002242713002488017,0.05111182481050491
Residual PPO,1032,0.0,0.0,-0.6833899617195129,-0.5306191444396973,0.49894750118255615,True,0.2602449357509613,0.014496737159788609,0.010577704757452011,1.2755440366163384e-05,0.8325,3.35,3.35,0.010565757751464844,0.0,3.37668061547447e-05,0.0019697309471666813,0.05468523129820824
Residual PPO,1033,0.0,0.0,-0.7577928304672241,0.7459949851036072,0.4761985242366791,True,0.3014245629310608,0.014047013595700264,0.009787026792764664,1.764213084243238e-05,0.8325,3.35,3.35,0.009778022766113281,0.0,3.062750329263508e-05,0.0019202418625354767,0.05158557370305061
Residual PPO,1034,0.0,0.0,-0.5296080112457275,-0.6777904629707336,0.22327283024787903,True,0.20482997596263885,0.009737574495375156,0.0009202964720316231,1.0575606211205013e-05,0.8525,2.95,2.95,0.0006427764892578125,0.0,4.088414425496012e-05,0.0020200470462441444,0.05516786500811577
Residual PPO,1035,0.0,0.0,-1.5201642513275146,-0.23973245918750763,0.436818927526474,True,0.5005165338516235,0.024039169773459435,0.008398514240980148,2.8070231564925052e-05,0.7775,4.45,4.45,0.008394241333007812,0.0,3.129054312012158e-05,0.0019297287799417973,0.054543595761060715
Residual PPO,1036,0.0,0.0,-1.558912754058838,0.6018440127372742,0.34900519251823425,True,0.49636030197143555,0.018744464963674545,0.005269885063171387,2.006366958084982e-05,0.785,4.3,4.3,0.005269050598144531,0.0,3.439545616856776e-05,0.0021418447140604258,0.05180274695158005
Residual PPO,1037,0.0,0.0,-1.5164998769760132,-0.3818822205066681,0.38270920515060425,True,0.4807579517364502,0.021110840141773224,0.006482794415205717,2.308582406840287e-05,0.785,4.3,4.3,0.006482601165771484,0.0,3.4506556403357536e-05,0.0021452864166349173,0.05553215369582176
Residual PPO,1038,0.0,0.0,-1.5098652839660645,-0.8029577136039734,0.31811848282814026,True,0.4864528477191925,0.02071700245141983,0.004146654158830643,1.9305562091176398e-05,0.79,4.2,4.2,0.004140377044677734,0.0,4.174105197307654e-05,0.0025852497201412916,0.05634520575404167
Residual PPO,1039,0.0,0.0,-0.6960156559944153,-0.0387578122317791,0.3661683201789856,True,0.20191071927547455,0.009069062769412994,0.005900407675653696,1.5028687812446151e-05,0.86,2.8000000000000003,2.8000000000000003,0.005900382995605469,0.0,3.283248224761337e-05,0.0017022843239828944,0.05457356944680214
Residual PPO,1040,0.0,0.0,-0.7547146081924438,0.5635512471199036,0.4134989380836487,True,0.2632780075073242,0.011347396299242973,0.007605741731822491,1.2641932698898017e-05,0.845,3.1,3.1,0.007603645324707031,0.0,3.1894462154014036e-05,0.0018828596221283078,0.0505857914686203
Residual PPO,1041,0.0,0.0,-0.6478168964385986,-0.19675222039222717,0.46515655517578125,True,0.21441344916820526,0.011732560582458973,0.009408990852534771,1.696733852440957e-05,0.855,2.9000000000000004,2.9000000000000004,0.009401321411132812,0.0,3.134053622488864e-05,0.00176392518915236,0.05626041814684868
Residual PPO,1042,0.0,0.0,-1.463887333869934,-0.25558269023895264,0.3728010952472687,True,0.4538705050945282,0.01926535926759243,0.00613022455945611,2.076398959616199e-05,0.7925,4.15,4.15,0.006130218505859375,0.0,3.403717710170895e-05,0.0020664376206696033,0.05474351346492767
Residual PPO,1043,0.0,0.0,-1.7490100860595703,-0.7958716750144958,0.31946444511413574,True,0.5642242431640625,0.02418181486427784,0.004192560911178589,2.1603709683404304e-05,0.7725,4.55,4.55,0.0041866302490234375,0.0,4.1297098505310714e-05,0.002629309892654419,0.05651281028985977
Residual PPO,1044,0.0,0.0,-1.981444239616394,0.7169352173805237,0.20961801707744598,True,0.5992311835289001,0.018117617815732956,0.0007362143369391561,1.5542596884188242e-05,0.7675,4.65,4.65,0.00012683868408203125,0.0,4.175200228928588e-05,0.0025637918151915073,0.05522153526544571
Residual PPO,1045,0.0,0.0,-0.7272861003875732,-0.39523494243621826,0.4158290922641754,True,0.24043115973472595,0.011921352706849575,0.00768606411293149,1.370856352878036e-05,0.8475,3.0500000000000003,3.0500000000000003,0.007683753967285156,0.0,3.649918653536588e-05,0.0019570868462324142,0.05597039312124252
Residual PPO,1046,0.0,0.0,-1.868130087852478,0.6265861392021179,0.39649125933647156,True,0.631199836730957,0.02813066728413105,0.006969756912440062,2.7617479645414278e-05,0.755,4.9,4.9,0.006968975067138672,0.0,3.281731915194541e-05,0.002126633422449231,0.05283579230308533
Residual PPO,1047,0.0,0.0,-1.1699552536010742,-0.14992530643939972,0.29876548051834106,True,0.3337308168411255,0.012694326229393482,0.0034499196335673332,1.4883230505802203e-05,0.82,3.6,3.6,0.0034356117248535156,0.0,3.581165583455004e-05,0.0021226240787655115,0.05663987994194031
Residual PPO,1048,0.0,0.0,-0.9076822996139526,-0.7630760073661804,0.4824531674385071,True,0.3474729061126709,0.0179937444627285,0.010012884624302387,1.3787170246359892e-05,0.81,3.8000000000000003,3.8000000000000003,0.010003089904785156,0.0,3.533685230650008e-05,0.0021839668042957783,0.056852154433727264
Residual PPO,1049,0.0,0.0,-1.6127384901046753,0.09402617067098618,0.43331217765808105,True,0.5319633483886719,0.025200750678777695,0.008279870264232159,2.606411544547882e-05,0.77,4.6000000000000005,4.6000000000000005,0.008275985717773438,0.0,3.021694465132896e-05,0.0017084799474105239,0.054495058953762054
Residual PPO,1050,0.0,0.0,-1.2507070302963257,-0.40418457984924316,0.49881017208099365,True,0.435098797082901,0.022915424779057503,0.010547056794166565,2.5346645998070017e-05,0.7925,4.15,4.15,0.010535240173339844,0.0,3.057906360481866e-05,0.001916469307616353,0.05565796419978142
Residual PPO,1051,0.0,0.0,-0.8433747291564941,-0.6024307608604431,0.2584548592567444,True,0.26431789994239807,0.011323736049234867,0.0020110695622861385,1.1554316188266966e-05,0.8425,3.1500000000000004,3.1500000000000004,0.0019488334655761719,0.0,3.8478916394524276e-05,0.002121545607224107,0.05782900005578995
Residual PPO,1052,0.0,0.0,-1.577463150024414,-0.03658809885382652,0.32490968704223633,True,0.47278934717178345,0.018222589045763016,0.004399011377245188,1.7068179658963345e-05,0.7875,4.25,4.25,0.00439453125,0.0,3.500355524010956e-05,0.0020509231835603714,0.05524266138672829
Residual PPO,1053,0.0,0.0,-0.7320424914360046,-0.38764455914497375,0.44851720333099365,True,0.24837136268615723,0.012827897444367409,0.00884433463215828,1.0709512025641743e-05,0.845,3.1,3.1,0.008838653564453125,0.0,3.602297874749638e-05,0.001971150515601039,0.05578303709626198
Residual PPO,1054,0.0,0.0,-1.9604523181915283,0.6108824014663696,0.3443475067615509,True,0.6391269564628601,0.025665367022156715,0.005099654197692871,2.1521114831557497e-05,0.755,4.9,4.9,0.0050983428955078125,0.0,3.484204353298992e-05,0.0022281112615019083,0.054321855306625366
Residual PPO,1055,0.0,0.0,-0.8035520911216736,-0.8197364807128906,0.37500709295272827,True,0.3062325417995453,0.0146825285628438,0.006228003650903702,1.1947429811698385e-05,0.8225,3.5500000000000003,3.5500000000000003,0.006227970123291016,0.0,4.855276711168699e-05,0.0023839951027184725,0.0686565712094307
Residual PPO,1056,0.0,0.0,-0.6173267960548401,-0.7547652125358582,0.33817118406295776,True,0.24839964509010315,0.011969815008342266,0.004886659327894449,1.3843806300428696e-05,0.835,3.3000000000000003,3.3000000000000003,0.0048847198486328125,0.0,4.1557195800123736e-05,0.0021719196811318398,0.05485446751117706
Residual PPO,1057,0.0,0.0,-1.4013786315917969,-0.020997419953346252,0.2980625629425049,True,0.40564143657684326,0.01490121427923441,0.003426517592743039,1.451965727028437e-05,0.8025,3.95,3.95,0.0034117698669433594,0.0,3.6218527384335175e-05,0.00209822878241539,0.0564812608063221
Residual PPO,1058,0.0,0.0,-1.9344123601913452,-0.6835842132568359,0.34246277809143066,True,0.6312327980995178,0.028171991929411888,0.0050116428174078465,3.0444767617154866e-05,0.7575,4.8500000000000005,4.8500000000000005,0.005010128021240234,0.0,3.878829738823697e-05,0.0025391168892383575,0.05684269219636917
Residual PPO,1059,0.0,0.0,-1.3239208459854126,-0.34795770049095154,0.3298633396625519,True,0.39726656675338745,0.016073452308773994,0.0045724413357675076,2.0310902982600965e-05,0.805,3.9000000000000004,3.9000000000000004,0.004569053649902344,0.0,3.670670776045881e-05,0.0021998900920152664,0.054955821484327316
Residual PPO,1060,0.0,0.0,-0.5232435464859009,-0.8263487219810486,0.4775193929672241,True,0.26284900307655334,0.01466824859380722,0.009829203598201275,2.043063796008937e-05,0.825,3.5,3.5,0.009819984436035156,0.0,3.732413097168319e-05,0.0021799649111926556,0.052358414977788925
Residual PPO,1061,0.0,0.0,-1.0766786336898804,0.09924349933862686,0.28927016258239746,True,0.3013931214809418,0.010866858996450901,0.0031151194125413895,9.97618099063402e-06,0.8275,3.45,3.45,0.0030946731567382812,0.0,3.347654273966327e-05,0.0019645956344902515,0.055966950953006744
Residual PPO,1062,0.0,0.0,-1.020176649093628,-0.6513675451278687,0.4292861223220825,True,0.3527791202068329,0.016931327059864998,0.00814889743924141,2.018787563429214e-05,0.815,3.7,3.7,0.008145332336425781,0.0,3.599182309699245e-05,0.00219410820864141,0.05415168032050133
Residual PPO,1063,0.0,0.0,-0.5567145943641663,0.6067063212394714,0.2895512878894806,True,0.2001395970582962,0.007652668748050928,0.003128601238131523,7.544506388512673e-06,0.87,2.6,2.6,0.003108501434326172,0.0,2.833274265867658e-05,0.0016585856210440397,0.049730684608221054
Residual PPO,1064,0.0,0.0,-1.6129041910171509,-0.13716638088226318,0.24278511106967926,True,0.4604463279247284,0.016068242490291595,0.0014716737205162644,1.713128949631937e-05,0.79,4.2,4.2,0.0013566017150878906,0.0,3.937203291570768e-05,0.0023101053666323423,0.055054496973752975
Residual PPO,1065,0.0,0.0,-0.5033138990402222,-0.5932050347328186,0.453745573759079,True,0.21397964656352997,0.012054307386279106,0.009028063155710697,1.0082629160024226e-05,0.845,3.1,3.1,0.009021759033203125,0.0,3.362805728102103e-05,0.0019155337940901518,0.056316182017326355
Residual PPO,1066,0.0,0.0,-1.3762075901031494,0.32575497031211853,0.20805609226226807,True,0.38269710540771484,0.011865431442856789,0.000734869041480124,1.1166843250975944e-05,0.8075,3.85,3.85,7.677078247070312e-05,0.0,3.8107777072582394e-05,0.0022899594623595476,0.05479497089982033
Residual PPO,1067,0.0,0.0,-0.6176835894584656,0.9055254459381104,0.20151829719543457,True,0.25913769006729126,0.010138627141714096,0.0007733528036624193,1.1462875590950716e-06,0.84,3.2,3.2,0.0,0.0,3.2689484214643016e-05,0.0019912796560674906,0.04732120409607887
Residual PPO,1068,0.0,0.0,-0.7787961959838867,0.5352519750595093,0.25048118829727173,True,0.23579704761505127,0.008046532981097698,0.0017451985040679574,7.235290468088351e-06,0.855,2.9000000000000004,2.9000000000000004,0.0016617774963378906,0.0,3.756290607270785e-05,0.0018646173411980271,0.05689382180571556
Residual PPO,1069,0.0,0.0,-0.5076419115066528,0.8446078896522522,0.24751581251621246,True,0.233356773853302,0.009373721666634083,0.0016481367638334632,4.902690307062585e-06,0.845,3.1,3.1,0.0015549659729003906,0.0,2.91042906610528e-05,0.0018140068277716637,0.04623532295227051
Residual PPO,1070,0.0,0.0,-1.6644020080566406,0.9533751606941223,0.22921264171600342,True,0.5262418985366821,0.016609590500593185,0.001065391581505537,1.434242949471809e-05,0.785,4.3,4.3,0.0008563995361328125,0.0,4.268900374881923e-05,0.002622287953272462,0.05445069819688797
Residual PPO,1071,0.0,0.0,-1.6379417181015015,0.7469041347503662,0.26974478363990784,True,0.5082069039344788,0.016755225136876106,0.0024014052469283342,1.6636220607324503e-05,0.785,4.3,4.3,0.0023593902587890625,0.0,3.896854832419194e-05,0.0024017952382564545,0.05516229197382927
Residual PPO,1072,0.0,0.0,-1.22187077999115,0.3675197660923004,0.4661308228969574,True,0.4093969762325287,0.018889451399445534,0.009428090415894985,2.451166983519215e-05,0.8,4.0,4.0,0.009420394897460938,0.0,2.908472015406005e-05,0.0017163208685815334,0.05442333593964577
Residual PPO,1073,0.0,0.0,-1.5133368968963623,0.8512749075889587,0.3800120949745178,True,0.5137246251106262,0.02030070498585701,0.006397361401468515,1.7574249795870855e-05,0.785,4.3,4.3,0.006397247314453125,0.0,3.4934513678308576e-05,0.002264054724946618,0.05418814718723297
Residual PPO,1074,0.0,0.0,-0.5001789927482605,-0.2884053587913513,0.4962819218635559,True,0.18452243506908417,0.011624987237155437,0.01050298847258091,5.358542694011703e-06,0.8625,2.75,2.75,0.010491371154785156,0.0,2.989883068948984e-05,0.0016782879829406738,0.054845720529556274
Residual PPO,1075,0.0,0.0,-0.8189709782600403,0.9466501474380493,0.23914383351802826,True,0.30818530917167664,0.011324567720293999,0.001376754604279995,4.068169346282957e-06,0.835,3.3000000000000003,3.3000000000000003,0.0012459754943847656,0.0,3.9092174120014533e-05,0.0022361644078046083,0.04984830319881439
Residual PPO,1076,0.0,0.0,-1.445397138595581,-0.562984049320221,0.45283621549606323,True,0.4946329891681671,0.02471805550158024,0.008953460492193699,3.052285319427028e-05,0.7825,4.3500000000000005,4.3500000000000005,0.008947372436523438,0.0,3.34107389790006e-05,0.0021592318080365658,0.05530257523059845
Residual PPO,1077,0.0,0.0,-0.6151338219642639,-0.8893533945083618,0.2694230377674103,True,0.2660285532474518,0.012759940698742867,0.0023983505088835955,1.127683117374545e-05,0.8275,3.45,3.45,0.0023565292358398438,0.0,4.4798282033298165e-05,0.002282185247167945,0.061846207827329636
Residual PPO,1078,0.0,0.0,-0.6580581068992615,-0.6858707666397095,0.23459486663341522,True,0.2314525544643402,0.010550661943852901,0.0012264832621440291,9.470153599977493e-06,0.845,3.1,3.1,0.0010662078857421875,0.0,4.526311386143789e-05,0.002122973557561636,0.0681757777929306
Residual PPO,1079,0.0,0.0,-0.5874135494232178,0.8651593327522278,0.4896434247493744,True,0.2828395366668701,0.014003831893205643,0.01028369553387165,2.725627382460516e-06,0.83,3.4000000000000004,3.4000000000000004,0.010272979736328125,0.0,3.117424785159528e-05,0.0019661320839077234,0.048200059682130814
Residual PPO,1080,0.0,0.0,-0.6397119164466858,0.7102972865104675,0.367546945810318,True,0.24638023972511292,0.01018393225967884,0.005969057325273752,6.328351446427405e-06,0.85,3.0,3.0,0.005969047546386719,0.0,3.0383576813619584e-05,0.0018432583892717957,0.05107704922556877
Residual PPO,1081,0.0,0.0,-1.3320256471633911,0.8601993322372437,0.3006768822669983,True,0.43536776304244995,0.015148978680372238,0.003529487643390894,1.018291095533641e-05,0.805,3.9000000000000004,3.9000000000000004,0.0035161972045898438,0.0,3.811847636825405e-05,0.0023692846298217773,0.05115561932325363
Residual PPO,1082,0.0,0.0,-0.9581221342086792,-0.30673766136169434,0.3117980659008026,True,0.2785293757915497,0.011386706493794918,0.003936902619898319,8.711430382390972e-06,0.835,3.3000000000000003,3.3000000000000003,0.003928661346435547,0.0,3.5648656194098294e-05,0.0020265495404601097,0.05695311352610588
Residual PPO,1083,0.0,0.0,-1.3940625190734863,0.6289385557174683,0.21643398702144623,True,0.41007572412490845,0.012609317898750305,0.000793584855273366,1.0664884030120447e-05,0.805,3.9000000000000004,3.9000000000000004,0.0003886222839355469,0.0,3.9200651372084394e-05,0.0023789142724126577,0.05405750125646591
Residual PPO,1084,0.0,0.0,-0.7371216416358948,-0.8951173424720764,0.4071005880832672,True,0.30950862169265747,0.01549598015844822,0.007363000884652138,1.9573710233089514e-05,0.8175,3.6500000000000004,3.6500000000000004,0.007361412048339844,0.0,4.517088018474169e-05,0.0024119929876178503,0.055608294904232025
Residual PPO,1085,0.0,0.0,-0.7224554419517517,-0.08529454469680786,0.4138740301132202,True,0.22112040221691132,0.010674087330698967,0.007619136944413185,1.2533023436844815e-05,0.8525,2.95,2.95,0.007616996765136719,0.0,3.308123996248469e-05,0.0017669774824753404,0.05637222155928612
Residual PPO,1086,0.0,0.0,-0.7490203976631165,-0.7008727788925171,0.4387705326080322,True,0.2867248058319092,0.014609170146286488,0.008498967625200748,1.2496888302848674e-05,0.825,3.5,3.5,0.008494377136230469,0.0,4.1397881432203576e-05,0.0022462059278041124,0.05526653304696083
Residual PPO,1087,0.0,0.0,-1.2718281745910645,-0.8616007566452026,0.3274095356464386,True,0.42493703961372375,0.01865224726498127,0.004493757151067257,1.5187599274213426e-05,0.8025,3.95,3.95,0.004489898681640625,0.0,4.246379103278741e-05,0.0025697764940559864,0.05723519250750542
Residual PPO,1088,0.0,0.0,-1.148199200630188,-0.9221230149269104,0.4605681300163269,True,0.43281158804893494,0.02176523581147194,0.009238620288670063,2.279863110743463e-05,0.7925,4.15,4.15,0.0092315673828125,0.0,3.8189857150428e-05,0.0024174940772354603,0.05627141147851944
Residual PPO,1089,0.0,0.0,-1.8535881042480469,0.5890284776687622,0.37915652990341187,True,0.6145689487457275,0.026189425960183144,0.0063577559776604176,2.2602975150221027e-05,0.76,4.800000000000001,4.800000000000001,0.006357669830322266,0.0,3.324971839901991e-05,0.002127031795680523,0.05512060597538948
Residual PPO,1090,0.0,0.0,-0.9845758080482483,-0.6573527455329895,0.30003631114959717,True,0.3150636851787567,0.013553103432059288,0.0035006410907953978,1.2649662494368386e-05,0.83,3.4000000000000004,3.4000000000000004,0.003487110137939453,0.0,3.8386588130379096e-05,0.0022574583999812603,0.05768938735127449
Residual PPO,1091,0.0,0.0,-1.8845704793930054,-0.6914018392562866,0.36124923825263977,True,0.6221154928207397,0.028546929359436035,0.005690254736691713,3.2085401471704245e-05,0.76,4.800000000000001,4.800000000000001,0.005690097808837891,0.0,3.7966987292747945e-05,0.00250461813993752,0.05347930267453194
Residual PPO,1092,0.0,0.0,-1.9696727991104126,-0.2278679758310318,0.31251582503318787,True,0.6117554306983948,0.02473466284573078,0.003925046883523464,2.8546592147904448e-05,0.76,4.800000000000001,4.800000000000001,0.003916740417480469,0.0,3.634329550550319e-05,0.0022382312454283237,0.056606680154800415
Residual PPO,1093,0.0,0.0,-0.8791002631187439,0.07968070358037949,0.43002596497535706,True,0.2733713686466217,0.01256620604544878,0.008186180144548416,1.3415681678452529e-05,0.835,3.3000000000000003,3.3000000000000003,0.008182525634765625,0.0,3.1737450626678765e-05,0.0017536744708195329,0.05455237254500389
Residual PPO,1094,0.0,0.0,-0.9031349420547485,-0.5643354058265686,0.2514164447784424,True,0.2737323045730591,0.011451330035924911,0.001767573761753738,1.1913247362826951e-05,0.8425,3.1500000000000004,3.1500000000000004,0.0016865730285644531,0.0,3.667227065307088e-05,0.0021134186536073685,0.05702207610011101
Residual PPO,1095,0.0,0.0,-1.3096781969070435,-0.4019305408000946,0.2943161725997925,True,0.3864879012107849,0.015200190246105194,0.0032928581349551678,1.3300422324391548e-05,0.8075,3.85,3.85,0.0032758712768554688,0.0,3.847349944408052e-05,0.00230157608166337,0.05379455164074898
Residual PPO,1096,0.0,0.0,-0.5565752387046814,0.7886120080947876,0.27283963561058044,True,0.23160295188426971,0.009051751345396042,0.0025395737029612064,1.7456519572078832e-06,0.85,3.0,3.0,0.002502918243408203,0.0,2.9352713681873865e-05,0.0018053718376904726,0.046985700726509094
Residual PPO,1097,0.0,0.0,-1.3080552816390991,0.037033263593912125,0.27344202995300293,True,0.3694742023944855,0.013029132038354874,0.0025473684072494507,9.136680091614835e-06,0.81,3.8000000000000003,3.8000000000000003,0.0025110244750976562,0.0,3.658982677734457e-05,0.002127721207216382,0.056673675775527954
Residual PPO,1098,0.0,0.0,-1.2224541902542114,-0.25077617168426514,0.4742331802845001,True,0.40753012895584106,0.02020401693880558,0.009726636111736298,1.5817760868230835e-05,0.8,4.0,4.0,0.009717941284179688,0.0,3.0371804314199835e-05,0.0018319077789783478,0.05321934074163437
Residual PPO,1099,0.0,0.0,-1.9130916595458984,0.09447009861469269,0.36984628438949585,True,0.6162301898002625,0.026998097077012062,0.006012442987412214,2.6932717446470633e-05,0.7575,4.8500000000000005,4.8500000000000005,0.006012439727783203,0.0,3.2723961339797825e-05,0.0018719559302553535,0.054744407534599304
PD+FF,1000,0.01,0.0,-1.2179213762283325,0.20768369734287262,0.34128254652023315,True,0.39155787229537964,0.05078819766640663,0.0017924705753102899,0.0007659559487365186,0.725,5.5,5.5,0.0002918243408203125,0.0,8.243733464041725e-05,0.008094370365142822,0.024825364351272583
PD+FF,1001,0.01,0.0,-1.0811076164245605,-0.9685990810394287,0.25630688667297363,True,0.4115712344646454,0.050822652876377106,0.0012378456303849816,0.001642154878936708,0.725,5.5,5.5,0.0003452301025390625,0.0,9.395092638442293e-05,0.008418185636401176,0.03256180137395859
PD+FF,1002,0.01,0.0,-1.428768277168274,-0.28562131524086,0.4242836833000183,True,0.4866925776004791,0.06421021372079849,0.0014629490906372666,0.0015343782724812627,0.7,6.0,6.0,4.9114227294921875e-05,0.0,9.102954209083691e-05,0.008390611037611961,0.02463158220052719
PD+FF,1003,0.01,0.0,-1.7183640003204346,-0.48658838868141174,0.34840381145477295,True,0.5701539516448975,0.07440827786922455,0.0013848025118932128,0.0032318911980837584,0.6825,6.3500000000000005,6.3500000000000005,0.0,0.0,9.229496936313808e-05,0.008409935049712658,0.0240912027657032
PD+FF,1004,0.01,0.0,-1.998679280281067,-0.7396973967552185,0.24154320359230042,True,0.6473379731178284,0.08259497582912445,0.003091648919507861,0.0007727509364485741,0.6725,6.550000000000001,6.550000000000001,0.0,0.0,0.0001135291822720319,0.009410817176103592,0.031122997403144836
PD+FF,1005,0.01,0.0,-1.8766711950302124,0.8611240983009338,0.28618520498275757,True,0.6318565011024475,0.08145906776189804,0.0016625135904178023,0.0013784761540591717,0.6725,6.550000000000001,6.550000000000001,0.0,0.0,0.00010314714745618403,0.008946581743657589,0.025967326015233994
PD+FF,1006,0.01,0.0,-1.4946178197860718,0.20171388983726501,0.28934937715530396,True,0.46751493215560913,0.0594027116894722,0.0016116589540615678,0.0016252476489171386,0.7075,5.8500000000000005,5.8500000000000005,0.0,0.0,8.968117617769167e-05,0.008265376091003418,0.025654535740613937
PD+FF,1007,0.01,0.0,-1.8931626081466675,0.6319606900215149,0.39287856221199036,True,0.6588574051856995,0.08916882425546646,0.0006694315234199166,0.0008123311563394964,0.665,6.7,6.7,0.0,0.0,8.743062062421814e-05,0.008156068623065948,0.026648610830307007
PD+FF,1008,0.01,0.0,-1.749120831489563,0.6261014938354492,0.26522985100746155,True,0.5649896860122681,0.07193798571825027,0.0010711448267102242,0.0014045905554667115,0.6875,6.25,6.25,0.0,0.0,0.00010159044904867187,0.00887737050652504,0.025566956028342247
PD+FF,1009,0.01,0.0,-1.9152493476867676,-0.3461688160896301,0.2149554342031479,True,0.59001624584198,0.07534680515527725,0.0013926898827776313,0.0011455075582489371,0.6825,6.3500000000000005,6.3500000000000005,0.0010356903076171875,0.0,9.945833880919963e-05,0.008674939163029194,0.030877258628606796
PD+FF,1010,0.01,0.0,-1.8575115203857422,0.07161146402359009,0.4753030240535736,True,0.669788122177124,0.09945335984230042,0.0011983017902821302,0.0012081586755812168,0.6525,6.95,6.95,0.0008821487426757812,0.0,8.411462476942688e-05,0.007912343367934227,0.024977538734674454
PD+FF,1011,0.01,0.0,-1.57381272315979,0.12664707005023956,0.26378002762794495,True,0.4847254157066345,0.06204966455698013,0.003470823634415865,0.0030499889981001616,0.7025,5.95,5.95,8.678436279296875e-05,0.0,8.964999142335728e-05,0.008262424729764462,0.025400906801223755
PD+FF,1012,0.01,0.0,-1.5405192375183105,0.561293363571167,0.2715309262275696,True,0.4960332214832306,0.06284669041633606,0.0015425757737830281,0.00220527034252882,0.7025,5.95,5.95,0.0,0.0,9.80655022431165e-05,0.008708556182682514,0.028691504150629044
PD+FF,1013,0.01,0.0,-0.8082606196403503,-0.8420410752296448,0.401797890663147,True,0.34729480743408203,0.042672883719205856,0.0011295094154775143,0.0009905348997563124,0.7425,5.15,5.15,0.00017786026000976562,0.0,9.729517478263006e-05,0.008701378479599953,0.02514025755226612
PD+FF,1014,0.01,0.0,-1.3467140197753906,0.1714046150445938,0.4693894386291504,True,0.47018009424209595,0.06263389438390732,0.0009471832308918238,0.0012870257487520576,0.7025,5.95,5.95,0.0017871856689453125,0.0,8.878539665602148e-05,0.008164985105395317,0.03058786503970623
PD+FF,1015,0.01,0.0,-1.4601455926895142,0.21413566172122955,0.39239153265953064,True,0.48470601439476013,0.0625438541173935,0.0016307526966556907,0.0033081411384046078,0.7025,5.95,5.95,0.0,0.0,8.382882515434176e-05,0.008021005429327488,0.02682942897081375
PD+FF,1016,0.01,0.0,-1.6580126285552979,-0.11461202055215836,0.3060871958732605,True,0.524149477481842,0.06737174093723297,0.0013652112102136016,0.0011617320124059916,0.695,6.1000000000000005,6.1000000000000005,0.0,0.0,0.00010152745380764827,0.008814333938062191,0.02787316031754017
PD+FF,1017,0.01,0.0,-0.62247234582901,0.6426637768745422,0.4917738139629364,True,0.2849258780479431,0.03519921004772186,0.001000905060209334,0.0005373870953917503,0.7625,4.75,4.75,8.20159912109375e-05,0.0,8.476740185869858e-05,0.008186636492609978,0.02280486188828945
PD+FF,1018,0.01,0.0,-1.1090368032455444,-0.0900818482041359,0.4614541530609131,True,0.385027140378952,0.051319319754838943,0.0001239768898813054,0.002685010200366378,0.725,5.5,5.5,0.00010776519775390625,0.0,9.051660890690982e-05,0.008344026282429695,0.021102149039506912
PD+FF,1019,0.01,0.0,-1.674609661102295,-0.20800989866256714,0.34006524085998535,True,0.5412226915359497,0.0703120231628418,0.0008191531524062157,0.0015841390704736114,0.69,6.2,6.2,0.0005993843078613281,0.0,9.555271390127018e-05,0.008488450199365616,0.022370846942067146
