method,alpha,seed,initial_uav_x,initial_uav_y,ugv_vx,success,rmse,steady_rmse,max_tracking_error,final_error,final_relative_speed,stable_ratio,capture_time,forward_overshoot,ahead_ratio,command_smoothness,mean_abs_velocity_error,total_reward
PD+FF,0.25,1072,-1.22187077999115,0.3675197660923004,0.4661308228969574,True,0.412890702126172,0.023590459257180292,1.382021188735962,2.003639019676484e-05,1.070734015229391e-05,0.7725,4.55,0.0,0.0,1.32907148321565e-05,0.01867384009063244,231.07356145876025
PD+FF,0.25,1073,-1.5133368968963623,0.8512749075889587,0.3800120949745178,True,0.5143153587184658,0.028225040625026312,1.7801191806793213,3.210162958566798e-06,1.9760977920668665e-06,0.76,4.800000000000001,0.0,0.0,1.942704916918569e-05,0.02117910750210285,207.86173184096424
PD+FF,0.25,1074,-0.5001789927482605,-0.2884053587913513,0.4962819218635559,True,0.19417995964501994,0.010201730888453294,0.685926616191864,4.7921889745339286e-06,2.466091245878488e-06,0.835,3.3000000000000003,4.76837158203125e-06,0.1325,7.986628150975782e-06,0.010106642320752144,297.5783329057863
PD+FF,0.25,1075,-0.8189709782600403,0.9466501474380493,0.23914383351802826,True,0.3173544306858954,0.014525396773844124,1.2590471506118774,5.043536930315895e-06,2.818481789290672e-06,0.8075,3.85,0.0,0.0,1.3145849268181623e-05,0.011131149455904961,266.02471384574454
PD+FF,0.25,1076,-1.445397138595581,-0.562984049320221,0.45283621549606323,True,0.49750539539063643,0.030226528776388647,1.6369638442993164,1.8143826309824362e-05,9.737083928484935e-06,0.755,4.9,0.0,0.0,1.3498273495222595e-05,0.02127681367099285,207.0412804958052
PD+FF,0.25,1077,-0.6151338219642639,-0.8893533945083618,0.2694230377674103,True,0.2717914907682813,0.012329554229744548,1.088533878326416,5.007926120015327e-06,2.801565869958722e-06,0.82,3.6,0.0,0.0,1.0500986249605227e-05,0.00882816094905138,279.2432133123717
PD+FF,0.25,1078,-0.6580581068992615,-0.6858707666397095,0.23459486663341522,True,0.23960993913563464,0.01087694582407191,0.9584092497825623,4.9046225285565015e-06,2.698021944524953e-06,0.83,3.4000000000000004,0.0,0.0,8.233332158001132e-06,0.009088444449007511,289.01651715086155
PD+FF,0.25,1079,-0.5874135494232178,0.8651593327522278,0.4896434247493744,True,0.29039455862111474,0.014224581268256247,1.076871633529663,4.092778453923529e-06,2.19315347749216e-06,0.81,3.8000000000000003,3.814697265625e-06,0.1175,1.3693200268695947e-05,0.011093475073575974,270.6014982035752
PD+FF,0.25,1080,-0.6397119164466858,0.7102972865104675,0.367546945810318,True,0.256779806852899,0.012175341864043586,0.9784608483314514,4.454138434084598e-06,2.495383569112164e-06,0.82,3.6,0.0,0.0,1.0047061015827398e-05,0.010110861286520959,281.30748541727246
PD+FF,0.25,1081,-1.3320256471633911,0.8601993322372437,0.3006768822669983,True,0.43899797535122803,0.021915486451350167,1.6089626550674438,1.7548927644384094e-06,1.1827115713458625e-06,0.7775,4.45,0.0,0.0,2.065716437493206e-05,0.01806916419416666,230.6399084897337
PD+FF,0.25,1082,-0.9581221342086792,-0.30673766136169434,0.3117980659008026,True,0.28734483414671874,0.014209891092711402,1.0500010251998901,1.5178729881881736e-06,7.180138368312328e-07,0.81,3.8000000000000003,1.430511474609375e-06,0.09,9.961556356773485e-06,0.013499502874910831,271.51359730664626
PD+FF,0.25,1083,-1.3940625190734863,0.6289385557174683,0.21643398702144623,True,0.41457978745810337,0.020293186955782964,1.5433037281036377,4.417448508320376e-06,2.4211408344854135e-06,0.7825,4.3500000000000005,0.0,0.0,1.813265777606961e-05,0.018163484036922455,237.57189071294036
PD+FF,0.25,1084,-0.7371216416358948,-0.8951173424720764,0.4071005880832672,True,0.31476929453813,0.01516197313678905,1.1846938133239746,1.2493250324041583e-05,6.8785116127401125e-06,0.805,3.9000000000000004,0.0,0.0,1.399415070116717e-05,0.01180750347673893,264.5649921575863
PD+FF,0.25,1085,-0.7224554419517517,-0.08529454469680786,0.4138740301132202,True,0.2313344807927876,0.011931607019703298,0.8227095603942871,7.630699656147044e-06,4.1138846427202225e-06,0.8225,3.5500000000000003,0.0,0.0,8.011411858061998e-06,0.011713018491864204,286.18085894498495
PD+FF,0.25,1086,-0.7490203976631165,-0.7008727788925171,0.4387705326080322,True,0.2933235602167241,0.014620809913610236,1.0681613683700562,2.240347384940833e-06,1.2544500123112812e-06,0.8075,3.85,1.9073486328125e-06,0.1025,1.2542911501542643e-05,0.01237121194601059,268.97139102342135
PD+FF,0.25,1087,-1.2718281745910645,-0.8616007566452026,0.3274095356464386,True,0.428594033934798,0.021495381700250477,1.5632307529449463,1.757201061991509e-06,1.0943198276436306e-06,0.78,4.4,9.5367431640625e-07,0.065,2.0039688582336582e-05,0.01757640831172466,233.41207122889702
PD+FF,0.25,1088,-1.148199200630188,-0.9221230149269104,0.4605681300163269,True,0.43484386346290044,0.02309717953676997,1.5242040157318115,1.0610924618958961e-05,5.769401923316764e-06,0.775,4.5,0.0,0.0,1.962644114828519e-05,0.01767302118241787,228.9815709741979
PD+FF,0.25,1089,-1.8535881042480469,0.5890284776687622,0.37915652990341187,True,0.6149860827429889,0.03923054861935122,2.0054218769073486,2.5768979412532644e-06,7.406397912745888e-07,0.735,5.300000000000001,2.384185791015625e-06,0.0225,1.6923673809756208e-05,0.025421907529234886,175.88931011318138
PD+FF,0.25,1090,-0.9845758080482483,-0.6573527455329895,0.30003631114959717,True,0.3220860147511171,0.015556921058227613,1.206992506980896,4.429648924997309e-06,2.5027077299455414e-06,0.8025,3.95,0.0,0.0,1.275219718970717e-05,0.013719862140715123,262.40742676537553
PD+FF,0.25,1091,-1.8845704793930054,-0.6914018392562866,0.36124923825263977,True,0.623675962044212,0.038843992475758114,2.0573971271514893,1.0554123946349137e-05,6.428039796446683e-06,0.735,5.300000000000001,0.0,0.0,1.8744311366216632e-05,0.025596938878297806,174.74369325089984
PD+FF,0.25,1092,-1.9696727991104126,-0.2278679758310318,0.31251582503318787,True,0.6138725015131936,0.03709129285764233,2.0339183807373047,1.1926889783353545e-05,7.038205694698263e-06,0.74,5.2,0.0,0.0,1.7785909196157547e-05,0.026150794960558416,179.62440827791886
PD+FF,0.25,1093,-0.8791002631187439,0.07968070358037949,0.43002596497535706,True,0.28230251380009136,0.014890276901651778,0.9865254759788513,2.864058842533268e-06,1.4036894526725519e-06,0.805,3.9000000000000004,2.86102294921875e-06,0.0975,1.0338740808516654e-05,0.013882393762469292,269.5738983896295
PD+FF,0.25,1094,-0.9031349420547485,-0.5643354058265686,0.2514164447784424,True,0.2822044824250241,0.013301299157569032,1.0816045999526978,7.21347760190838e-06,3.928237674699631e-06,0.815,3.7,0.0,0.0,1.0141947194469827e-05,0.012282051742076874,274.98401121879573
PD+FF,0.25,1095,-1.3096781969070435,-0.4019305408000946,0.2943161725997925,True,0.39212073299507577,0.01990313020060613,1.4074310064315796,8.183080240087293e-07,5.835744900650752e-07,0.785,4.3,0.0,0.0,1.584725363958669e-05,0.017730148620903493,242.0756243004107
PD+FF,0.25,1096,-0.5565752387046814,0.7886120080947876,0.27283963561058044,True,0.24241009217618137,0.01097652873474214,0.972832441329956,1.4195728681443143e-06,9.834398042585235e-07,0.8275,3.45,0.0,0.0,8.778601536689759e-06,0.008124020397663117,287.5008193514279
PD+FF,0.25,1097,-1.3080552816390991,0.037033263593912125,0.27344202995300293,True,0.3755755366691619,0.019013316384691052,1.3485355377197266,2.861679149646079e-06,1.4311423228718922e-06,0.7875,4.25,2.86102294921875e-06,0.0725,1.4264807155566188e-05,0.017522231973707676,246.28904212695048
PD+FF,0.25,1098,-1.2224541902542114,-0.25077617168426514,0.4742331802845001,True,0.4117036919776778,0.023936565806301824,1.3678113222122192,5.737070296163438e-06,2.9644261303474195e-06,0.77,4.6000000000000005,5.7220458984375e-06,0.0775,1.221946337686453e-05,0.018797708377242088,230.06944263828404
PD+FF,0.25,1099,-1.9130916595458984,0.09447009861469269,0.36984628438949585,True,0.6184366251046121,0.040337299790720996,1.9912770986557007,2.389303972449852e-06,2.4164203296095366e-06,0.7325,5.3500000000000005,0.0,0.0,1.4764168534922181e-05,0.02605526179075241,174.03584991115653
Residual PPO,0.25,1000,-1.2179213762283325,0.20768369734287262,0.34128254652023315,True,0.34913277002331516,0.006708842546099305,1.2963253259658813,0.0050211441703140736,3.3509929835418006e-06,0.8375,3.25,0.005019664764404297,0.6,5.857939371881895e-05,0.01711283691227436,276.60416802206873
Residual PPO,0.25,1001,-1.0811076164245605,-0.9685990810394287,0.25630688667297363,True,0.3561749172635812,0.006119445602028934,1.4634742736816406,0.001946236938238144,6.559197572642006e-06,0.835,3.3000000000000003,0.0018796920776367188,0.5275,6.48328398913369e-05,0.01456988051533699,275.7947152294425
Residual PPO,0.25,1002,-1.428768277168274,-0.28562131524086,0.4242836833000183,True,0.45563338763838923,0.011581887174584582,1.5492768287658691,0.008006393909454346,2.745767460510251e-06,0.8075,3.85,0.00800323486328125,0.59,5.574627962169411e-05,0.020778065770864485,241.31610194406798
Residual PPO,0.25,1003,-1.7183640003204346,-0.48658838868141174,0.34840381145477295,True,0.5342994649066056,0.011297474763005796,1.8383033275604248,0.005275567062199116,5.880161097593373e-06,0.7975,4.05,0.005274772644042969,0.5575,5.9939530652425e-05,0.02344762846827507,224.38059753504237
Residual PPO,0.25,1004,-1.998679280281067,-0.7396973967552185,0.24154320359230042,True,0.6020857806621847,0.010227250888896436,2.150963544845581,0.0014476554933935404,7.372652817139169e-06,0.7925,4.15,0.0013294219970703125,0.4625,6.838408788237187e-05,0.02591277752071619,212.6821061592894
Residual PPO,0.25,1005,-1.8766711950302124,0.8611240983009338,0.28618520498275757,True,0.5881142449601399,0.009210494467971534,2.0905823707580566,0.0030095067340880632,6.988599125179462e-06,0.7975,4.05,0.002986907958984375,0.53,6.655425847614835e-05,0.024778835847973822,217.24875016678243
Residual PPO,0.25,1006,-1.4946178197860718,0.20171388983726501,0.28934937715530396,True,0.4237315511480098,0.006967056793536816,1.5513352155685425,0.003137485822662711,6.461826842496521e-07,0.8225,3.5500000000000003,0.0031175613403320312,0.555,6.020374424089089e-05,0.020034115687012674,258.09624625711007
Residual PPO,0.25,1007,-1.8931626081466675,0.6319606900215149,0.39287856221199036,True,0.6312453394440077,0.015227005927689129,2.059809684753418,0.006890504155308008,1.5387744269901305e-06,0.775,4.5,0.006889820098876953,0.555,5.8952787952851534e-05,0.02616582654416561,193.55110674379583
Residual PPO,0.25,1008,-1.749120831489563,0.6261014938354492,0.26522985100746155,True,0.519250680471961,0.007722695914415038,1.883079171180725,0.002269839635118842,6.458431585087965e-07,0.81,3.8000000000000003,0.0022220611572265625,0.5225,6.453099840603362e-05,0.022996683828532694,236.06826693267817
Residual PPO,0.25,1009,-1.9152493476867676,-0.3461688160896301,0.2149554342031479,True,0.544397244237005,0.008576381901909218,1.9665178060531616,0.000778562156483531,2.7201674583920976e-06,0.8025,3.95,0.0003490447998046875,0.37,6.510255061559319e-05,0.024672627486288547,228.42468569530482
Residual PPO,0.25,1010,-1.8575115203857422,0.07161146402359009,0.4753030240535736,True,0.6525728031758493,0.022973485348572544,1.9880971908569336,0.009763160720467567,1.6278681869152933e-05,0.755,4.9,0.009754180908203125,0.55,5.3204573648801584e-05,0.02687350958585739,175.0661939867596
Residual PPO,0.25,1011,-1.57381272315979,0.12664707005023956,0.26378002762794495,True,0.44035968077192933,0.006941695250726531,1.6154985427856445,0.0022180485539138317,8.671285627315228e-07,0.82,3.6,0.0021677017211914062,0.5275,6.106074170853656e-05,0.020792941264808178,254.52742104218052
Residual PPO,0.25,1012,-1.5405192375183105,0.561293363571167,0.2715309262275696,True,0.4479195195089624,0.006535318129039918,1.6667472124099731,0.0024891530629247427,3.172609467583243e-06,0.8225,3.5500000000000003,0.0024509429931640625,0.5425,6.368637053153642e-05,0.020443239584565162,254.5392430880614
Residual PPO,0.25,1013,-0.8082606196403503,-0.8420410752296448,0.401797890663147,True,0.298960021778998,0.007737793120573281,1.1964707374572754,0.007196719758212566,8.231866559071932e-06,0.84,3.2,0.007195472717285156,0.625,7.336706251438874e-05,0.012717338800430298,285.19792095448037
Residual PPO,0.25,1014,-1.3467140197753906,0.1714046150445938,0.4693894386291504,True,0.44439031341202945,0.012654310606909634,1.480425238609314,0.009558363817632198,1.6692101780790836e-05,0.805,3.9000000000000004,0.009550094604492188,0.6,5.3824986967094e-05,0.020401273965835572,240.95953572822157
Residual PPO,0.25,1015,-1.4601455926895142,0.21413566172122955,0.39239153265953064,True,0.4516698154063428,0.01010277131186739,1.558668613433838,0.006871887482702732,1.847023327172792e-06,0.81,3.8000000000000003,0.006871223449707031,0.59,5.6445694091343895e-05,0.020746975764632226,244.54379493303344
Residual PPO,0.25,1016,-1.6580126285552979,-0.11461202055215836,0.3060871958732605,True,0.4846872515792934,0.008838300211821665,1.7121177911758423,0.00373020488768816,8.119367521430831e-06,0.81,3.8000000000000003,0.003719806671142578,0.55,5.93469533720141e-05,0.022241531349718572,240.69236323386008
Residual PPO,0.25,1017,-0.62247234582901,0.6426637768745422,0.4917738139629364,True,0.24199722056025932,0.009304389633618978,0.9460756182670593,0.010347068309783936,5.454908205138054e-06,0.8625,2.75,0.010335922241210938,0.6775,6.411190613113487e-05,0.011693895906209945,303.1315430970964
Residual PPO,0.25,1018,-1.1090368032455444,-0.0900818482041359,0.4614541530609131,True,0.3522272047266093,0.0102589391626571,1.2327684164047241,0.00931707676500082,1.7990682863455731e-06,0.8275,3.45,0.009309768676757812,0.62,5.390078796241803e-05,0.017312583699822425,268.4497753092861
Residual PPO,0.25,1019,-1.674609661102295,-0.20800989866256714,0.34006524085998535,True,0.5061781090224249,0.010285714245814422,1.7480803728103638,0.004983142949640751,6.086190182941209e-07,0.8025,3.95,0.004981517791748047,0.56,5.832118896021112e-05,0.022807760760188103,232.27346968837065
Residual PPO,0.25,1020,-1.1319496631622314,-0.4326494336128235,0.2227078378200531,True,0.3042826160257588,0.0050832576783591665,1.2289583683013916,0.0009164877119474113,3.371362481630058e-06,0.85,3.0,0.0006361007690429688,0.46,5.890556930518019e-05,0.014938356466591357,290.9335590039657
Residual PPO,0.25,1021,-1.4384177923202515,-0.8382971882820129,0.49743902683258057,True,0.5268693551615744,0.016525844834626588,1.7433860301971436,0.010540411807596684,5.257300927041797e-06,0.7875,4.25,0.010528564453125,0.585,6.005667474638877e-05,0.021984106749296187,216.1490795408108
Residual PPO,0.25,1022,-1.999210000038147,0.8368335366249084,0.37694433331489563,True,0.675831088519702,0.015618637654149259,2.2178006172180176,0.006320550572127104,9.197223675982968e-07,0.77,4.6000000000000005,0.006320476531982422,0.5475,6.195014852910189e-05,0.02729484185576439,183.21334120972753
Residual PPO,0.25,1023,-1.4916963577270508,0.8117974996566772,0.4728805720806122,True,0.5330700949291539,0.014516586037398117,1.7722655534744263,0.009679914452135563,1.6128586139529943e-05,0.79,4.2,0.009671211242675781,0.5875,5.888666234989007e-05,0.02226504758000374,217.51242564728395
Residual PPO,0.25,1024,-1.51630699634552,-0.48329436779022217,0.3110935389995575,True,0.44824435844466853,0.008277393093922548,1.6305867433547974,0.003911769017577171,8.564172276237514e-06,0.8175,3.6500000000000004,0.0039033889770507812,0.56,6.142010218695453e-05,0.020519562624394895,250.60636810733195
Residual PPO,0.25,1025,-0.7683239579200745,0.258014976978302,0.24864348769187927,True,0.19820635683178459,0.003099524804989897,0.837211549282074,0.0016910048434510827,2.2660433387500234e-06,0.875,2.5,0.0016026496887207031,0.57,6.426306441621374e-05,0.010594231225550175,319.0915706460861
Residual PPO,0.25,1026,-1.7438942193984985,0.19023452699184418,0.2583710551261902,True,0.49785941027084946,0.007872455375199358,1.7885690927505493,0.002025484573096037,2.327668198631727e-06,0.81,3.8000000000000003,0.001964092254638672,0.51,6.175078320766192e-05,0.022872346639633178,239.73730396340028
Residual PPO,0.25,1027,-1.9580382108688354,0.12429128587245941,0.36954861879348755,True,0.6280937156376099,0.014973510476530779,2.037609577178955,0.006044864654541016,4.4892508412885945e-06,0.775,4.5,0.006044864654541016,0.5475,5.680515752131506e-05,0.026689492091536524,194.7522376541236
Residual PPO,0.25,1028,-0.7757433652877808,-0.22796711325645447,0.4025936424732208,True,0.23008610115107822,0.007063452179280804,0.8885769248008728,0.00723302224650979,3.911198291461915e-06,0.8625,2.75,0.007231712341308594,0.6425,6.38019487713707e-05,0.012321284040808678,305.6836362919452
Residual PPO,0.25,1029,-0.7448340058326721,0.6458722352981567,0.214758962392807,True,0.22353799273826816,0.0025512819129937182,0.9937342405319214,0.0007771006785333157,9.853951041804976e-07,0.8725,2.5500000000000003,0.00034499168395996094,0.4775,6.856968641674381e-05,0.01004106380045414,314.80025823917174
Residual PPO,0.25,1030,-1.6447029113769531,-0.9496257901191711,0.4438457489013672,True,0.5848605432621425,0.016178199199816178,1.9596617221832275,0.008696033619344234,2.5100557650148403e-06,0.7825,4.3500000000000005,0.008690834045410156,0.57,6.351827163905806e-05,0.023747964203357695,204.71182541731318
Residual PPO,0.25,1031,-0.9611496329307556,0.9009804725646973,0.39864641427993774,True,0.3433143070994458,0.007057278192628967,1.349510669708252,0.007093994878232479,2.8093743367207935e-06,0.845,3.1,0.007092952728271484,0.645,7.580459889668571e-05,0.014586782306432724,280.9728907925708
Residual PPO,0.25,1032,-0.6833899617195129,-0.5306191444396973,0.49894750118255615,True,0.2485770400186787,0.009860739383694724,0.9386234283447266,0.010595000348985195,3.3445717235736083e-06,0.8525,2.95,0.010582923889160156,0.6525,6.28811508977829e-05,0.012570355460047722,296.7261463761551
Residual PPO,0.25,1033,-0.7577928304672241,0.7459949851036072,0.4761985242366791,True,0.28720354167661727,0.009008013921074691,1.110724925994873,0.009803377091884613,1.1057119991164654e-05,0.8525,2.95,0.009794235229492188,0.665,6.687007886054197e-05,0.013140602633357049,291.80248550516814
Residual PPO,0.25,1034,-0.5296080112457275,-0.6777904629707336,0.22327283024787903,True,0.1910760272953752,0.0038678475947365146,0.8656488060951233,0.0009276866330765188,4.710405846708454e-06,0.8625,2.75,0.0006546974182128906,0.4825,5.999315584409845e-05,0.007413503639400005,314.0461572479375
Residual PPO,0.25,1035,-1.5201642513275146,-0.23973245918750763,0.436818927526474,True,0.4948266030871336,0.01324970523331308,1.640630841255188,0.008434921503067017,1.0121595551026985e-05,0.7975,4.05,0.00843048095703125,0.5825,5.514853557572556e-05,0.022091188803315162,228.74499061282532
Residual PPO,0.25,1036,-1.558912754058838,0.6018440127372742,0.34900519251823425,True,0.48494352165087184,0.008965431331111667,1.717353343963623,0.0052984026260674,5.328659881342901e-06,0.81,3.8000000000000003,0.005297660827636719,0.5775,6.086189177408317e-05,0.021461093500256538,240.09317878702328
Residual PPO,0.25,1037,-1.5164998769760132,-0.3818822205066681,0.38270920515060425,True,0.47214571104058173,0.010688898989121063,1.6328235864639282,0.006519549060612917,4.2785272853507195e-06,0.8075,3.85,0.006519317626953125,0.58,5.7621534288282266e-05,0.021332506909966468,239.58823284486522
Residual PPO,0.25,1038,-1.5098652839660645,-0.8029577136039734,0.31811848282814026,True,0.47099895283959137,0.008810367136799677,1.7404528856277466,0.004178816918283701,2.5224323962902417e-06,0.8175,3.6500000000000004,0.004172801971435547,0.56,6.523256794578064e-05,0.020507670268416406,246.54954586179883
Residual PPO,0.25,1039,-0.6960156559944153,-0.0387578122317791,0.3661683201789856,True,0.19378659585894603,0.005733633115283309,0.7714201807975769,0.005915183573961258,8.31627767183818e-06,0.8725,2.5500000000000003,0.005915164947509766,0.645,6.0395656937276205e-05,0.010872942358255387,316.52011572006245
Residual PPO,0.25,1040,-0.7547146081924438,0.5635512471199036,0.4134989380836487,True,0.2506625373511451,0.0070776005979814975,0.9887796640396118,0.0076229749247431755,3.87824638892198e-06,0.8625,2.75,0.007620811462402344,0.6575,6.54586795348305e-05,0.012206930965185166,302.98698210890393
Residual PPO,0.25,1041,-0.6478168964385986,-0.19675222039222717,0.46515655517578125,True,0.20581727904542207,0.008627490343742376,0.787733793258667,0.009430070407688618,6.73659178573871e-06,0.8675,2.6500000000000004,0.00942230224609375,0.66,6.007617879325013e-05,0.01160204067826271,310.63357725757356
Residual PPO,0.25,1042,-1.463887333869934,-0.25558269023895264,0.3728010952472687,True,0.4451707193813054,0.009721739837875158,1.5572528839111328,0.0061636115424335,3.5899256545235403e-06,0.815,3.7,0.006163597106933594,0.5825,5.7115931967313304e-05,0.020552632734179496,248.24253113669113
Residual PPO,0.25,1043,-1.7490100860595703,-0.7958716750144958,0.31946444511413574,True,0.5510194725173138,0.010737700860862686,1.9551254510879517,0.004229933489114046,1.5113968174773618e-06,0.8,4.0,0.004224300384521484,0.545,6.539554960005283e-05,0.02351036116480827,223.62033376279166
Residual PPO,0.25,1044,-1.981444239616394,0.7169352173805237,0.20961801707744598,True,0.583303132858154,0.007955552021142715,2.121433973312378,0.000736196234356612,3.194413693563547e-06,0.8,4.0,0.0001499652862548828,0.3125,6.814752348182238e-05,0.025461010858416556,221.08236298340498
Residual PPO,0.25,1045,-0.7272861003875732,-0.39523494243621826,0.4158290922641754,True,0.2294723635562805,0.007428253123543373,0.8926817178726196,0.007711872924119234,4.0381658550359134e-07,0.8625,2.75,0.007709503173828125,0.645,6.31893775413852e-05,0.011895399913191796,305.4716472822658
Residual PPO,0.25,1046,-1.868130087852478,0.6265861392021179,0.39649125933647156,True,0.6232216620524047,0.015087577896654733,2.035743236541748,0.007017073221504688,3.039621560674277e-06,0.7775,4.45,0.007016181945800781,0.5575,5.8847362857676564e-05,0.025897431001067162,196.1094891401372
Residual PPO,0.25,1047,-1.1699552536010742,-0.14992530643939972,0.29876548051834106,True,0.32049443802821076,0.00579091383072122,1.2258546352386475,0.003468641545623541,5.430037163023371e-06,0.845,3.1,0.0034546852111816406,0.58,5.9672610067099506e-05,0.01606888238340616,285.23981575889076
Residual PPO,0.25,1048,-0.9076822996139526,-0.7630760073661804,0.4824531674385071,True,0.33438735600036623,0.01034028313207086,1.242110252380371,0.010039733722805977,8.982002555057989e-07,0.835,3.3000000000000003,0.010029792785644531,0.63,7.011333466012586e-05,0.015109722688794135,274.97834575428624
Residual PPO,0.25,1049,-1.6127384901046753,0.09402617067098618,0.43331217765808105,True,0.5269685306297885,0.014064916874000655,1.7215962409973145,0.008317246101796627,7.0100782068038825e-06,0.79,4.2,0.008313179016113281,0.5775,5.466391237520186e-05,0.023200325816869736,219.2811955260894
Residual PPO,0.25,1050,-1.2507070302963257,-0.40418457984924316,0.49881017208099365,True,0.42928108715451785,0.013491532637500773,1.4315338134765625,0.010582559742033482,7.653867214685306e-06,0.805,3.9000000000000004,0.010570526123046875,0.6025,5.4364922644339005e-05,0.019659953489899636,242.74632486984515
Residual PPO,0.25,1051,-0.8433747291564941,-0.6024307608604431,0.2584548592567444,True,0.2499436901972353,0.0046067200329638035,1.051550030708313,0.002024916233494878,4.264852123014862e-06,0.86,2.8000000000000003,0.0019636154174804688,0.5525,5.937327801057156e-05,0.011616849005222321,303.4856215464348
Residual PPO,0.25,1052,-1.577463150024414,-0.03658809885382652,0.32490968704223633,True,0.4631255781426301,0.008759126257350874,1.6356678009033203,0.004427866078913212,1.7358502191200387e-06,0.8125,3.75,0.004423618316650391,0.565,5.833509109150979e-05,0.021425375565886497,245.36599176878357
Residual PPO,0.25,1053,-0.7320424914360046,-0.38764455914497375,0.44851720333099365,True,0.2374074755484649,0.008387985553922086,0.9074500203132629,0.008858737535774708,2.5710089630592847e-06,0.86,2.8000000000000003,0.008852958679199219,0.6475,6.372551712396271e-05,0.012408285290002824,302.56698483614514
Residual PPO,0.25,1054,-1.9604523181915283,0.6108824014663696,0.3443475067615509,True,0.6299080828103308,0.013044889920595102,2.102294921875,0.005139549262821674,8.847940193845716e-07,0.78,4.4,0.005138397216796875,0.545,6.0541381592947536e-05,0.02642820417881012,198.21706868984757
Residual PPO,0.25,1055,-0.8035520911216736,-0.8197364807128906,0.37500709295272827,True,0.28961596555355984,0.007020093332511352,1.1733254194259644,0.00624851742759347,7.225344234029762e-07,0.8425,3.1500000000000004,0.00624847412109375,0.6175,7.309019160697332e-05,0.012325451746582984,288.19854645117914
Residual PPO,0.25,1056,-0.6173267960548401,-0.7547652125358582,0.33817118406295776,True,0.23338231603848825,0.00557193078357918,0.9910121560096741,0.004903760738670826,5.606358627119334e-06,0.8525,2.95,0.004901885986328125,0.6175,6.390017469527301e-05,0.009571303352713586,302.0300825776458
Residual PPO,0.25,1057,-1.4013786315917969,-0.020997419953346252,0.2980625629425049,True,0.3929622050729935,0.006805185173278338,1.449785590171814,0.003448017407208681,2.701679022720782e-06,0.83,3.4000000000000004,0.003433704376220703,0.565,5.9314667182565415e-05,0.018954287506639956,266.4083773930448
Residual PPO,0.25,1058,-1.9344123601913452,-0.6835842132568359,0.34246277809143066,True,0.6212248443718227,0.013671167735710777,2.096104145050049,0.005060131195932627,5.598185452981852e-06,0.7825,4.3500000000000005,0.005058765411376953,0.54,6.263933570881689e-05,0.02608232595026493,200.80892278885256
Residual PPO,0.25,1059,-1.3239208459854126,-0.34795770049095154,0.3298633396625519,True,0.38457341747963736,0.00744729294629889,1.4186917543411255,0.004598510917276144,7.131724942155415e-06,0.83,3.4000000000000004,0.004595279693603516,0.5825,5.9057952819556714e-05,0.018311489149928094,267.0289499391291
Residual PPO,0.25,1060,-0.5232435464859009,-0.8263487219810486,0.4775193929672241,True,0.24728374460088057,0.009153069913363553,1.0047281980514526,0.009847410023212433,1.1862563042086549e-05,0.845,3.1,0.009838104248046875,0.655,6.312564636873289e-05,0.01022865153849125,294.6968065562914
Residual PPO,0.25,1061,-1.0766786336898804,0.09924349933862686,0.28927016258239746,True,0.2893434913941912,0.004999829386086697,1.1257842779159546,0.003129479708150029,2.33168634622416e-06,0.85,3.0,0.003109455108642578,0.5825,5.8500298239334615e-05,0.014809064157307148,292.98793428425245
Residual PPO,0.25,1062,-1.020176649093628,-0.6513675451278687,0.4292861223220825,True,0.3396493059252344,0.009052522178212398,1.2651628255844116,0.00817855540663004,5.2025461627636105e-06,0.8375,3.25,0.008174896240234375,0.62,6.528427229306137e-05,0.015739014372229576,276.1000493982658
Residual PPO,0.25,1063,-0.5567145943641663,0.6067063212394714,0.2895512878894806,True,0.1880717934278749,0.003184556989480067,0.8364167213439941,0.0031307898461818695,7.24203073332319e-06,0.88,2.4000000000000004,0.0031108856201171875,0.6475,5.935755082430664e-05,0.008312688581645489,322.42656729120523
Residual PPO,0.25,1064,-1.6129041910171509,-0.13716638088226318,0.24278511106967926,True,0.44640405015261747,0.0070248541571251094,1.6485702991485596,0.0014914681669324636,5.239680376689648e-06,0.82,3.6,0.0013794898986816406,0.4925,6.219863581010399e-05,0.021101357005536555,253.6395439968095
Residual PPO,0.25,1065,-0.5033138990402222,-0.5932050347328186,0.453745573759079,True,0.2016632587322783,0.008241356206269979,0.8144803643226624,0.009043403901159763,1.4582677749785944e-06,0.86,2.8000000000000003,0.009037017822265625,0.66,5.964981551464029e-05,0.009627195373177529,308.4883926041453
Residual PPO,0.25,1066,-1.3762075901031494,0.32575497031211853,0.20805609226226807,True,0.36669702033484836,0.005142769344001129,1.4329949617385864,0.0007342126918956637,1.5571963558613788e-06,0.8375,3.25,9.489059448242188e-05,0.3075,6.341929538604491e-05,0.017884374149143695,276.06487666365325
Residual PPO,0.25,1067,-0.6176835894584656,0.9055254459381104,0.20151829719543457,True,0.24276297278464357,0.0022736313710432616,1.0992552042007446,0.0007717086700722575,1.6557132198613544e-07,0.86,2.8000000000000003,0.0,0.0,6.463150857698152e-05,0.008354501239955426,306.37277596906864
