method,seed,delay_steps,delay_seconds,delay_ms,initial_uav_x,initial_uav_y,ugv_vx,success,rmse,steady_rmse,final_error,final_relative_speed,stable_ratio,capture_time,settling_time,forward_overshoot,meaningful_ahead_ratio,command_smoothness,max_command_change
PD+FF,1031,0,0.0,0.0,-0.9611496329307556,0.9009804725646973,0.39864641427993774,True,0.395412415266037,0.04941524192690849,0.0001802272308850661,8.437269571004435e-05,0.7275,5.45,5.45,0.0,0.0,1.0768076208478305e-05,0.011537126265466213
PD+FF,1032,0,0.0,0.0,-0.6833899617195129,-0.5306191444396973,0.49894750118255615,True,0.28817546367645264,0.037116989493370056,0.0001285581529373303,6.0355283494573087e-05,0.76,4.800000000000001,4.800000000000001,0.0,0.0,5.8058112699654885e-06,0.008362779393792152
PD+FF,1033,0,0.0,0.0,-0.7577928304672241,0.7459949851036072,0.4761985242366791,True,0.3333680033683777,0.04225906729698181,0.0001713000820018351,7.865240331739187e-05,0.745,5.1000000000000005,5.1000000000000005,0.0,0.0,7.841154001653194e-06,0.00961918756365776
PD+FF,1034,0,0.0,0.0,-0.5296080112457275,-0.6777904629707336,0.22327283024787903,True,0.23305276036262512,0.027834761887788773,0.00010485007805982605,4.883089422946796e-05,0.79,4.2,4.2,0.0,0.0,4.443073976290179e-06,0.007794696372002363
PD+FF,1035,0,0.0,0.0,-1.5201642513275146,-0.23973245918750763,0.436818927526474,True,0.5220298767089844,0.06999964267015457,0.00026359205367043614,0.0001227246248163283,0.69,6.2,6.2,0.0,0.0,9.358631359646097e-06,0.012494298629462719
PD+FF,1036,0,0.0,0.0,-1.558912754058838,0.6018440127372742,0.34900519251823425,True,0.5252459645271301,0.06770697981119156,0.00025260401889681816,0.00011793676094384864,0.695,6.1000000000000005,6.1000000000000005,0.0,0.0,1.4114476471149828e-05,0.01447001937776804
PD+FF,1037,0,0.0,0.0,-1.5164998769760132,-0.3818822205066681,0.38270920515060425,True,0.5074259638786316,0.0662277415394783,0.00024446434690617025,0.00011430310405557975,0.695,6.1000000000000005,6.1000000000000005,0.0,0.0,1.1634341717581265e-05,0.013623314909636974
PD+FF,1038,0,0.0,0.0,-1.5098652839660645,-0.8029577136039734,0.31811848282814026,True,0.5201565027236938,0.06598910689353943,0.00024105171905830503,0.00011273635027464479,0.6975,6.050000000000001,6.050000000000001,0.0,0.0,1.6223546481342055e-05,0.0144917918369174
PD+FF,1039,0,0.0,0.0,-0.6960156559944153,-0.0387578122317791,0.3661683201789856,True,0.22868050634860992,0.028877440840005875,0.00011737993190763518,5.412814425653778e-05,0.785,4.3,4.3,0.0,0.0,3.4817796858988004e-06,0.006991086062043905
PD+FF,1040,0,0.0,0.0,-0.7547146081924438,0.5635512471199036,0.4134989380836487,True,0.2943013608455658,0.03702843561768532,0.0001421621855115518,6.683987157884985e-05,0.76,4.800000000000001,4.800000000000001,0.0,0.0,6.050549018254969e-06,0.008748949505388737
PD+FF,1041,0,0.0,0.0,-0.6478168964385986,-0.19675222039222717,0.46515655517578125,True,0.24016302824020386,0.03113195300102234,0.00012586548109538853,5.8172099670628086e-05,0.7775,4.45,4.45,0.0,0.0,3.854061560559785e-06,0.007169817108660936
PD+FF,1042,0,0.0,0.0,-1.463887333869934,-0.25558269023895264,0.3728010952472687,True,0.481768935918808,0.06264185160398483,0.00023061392130330205,0.00010768110951175913,0.7025,5.95,5.95,0.0,0.0,1.1459576853667386e-05,0.013338420540094376
PD+FF,1043,0,0.0,0.0,-1.7490100860595703,-0.7958716750144958,0.31946444511413574,True,0.5941879749298096,0.07644546777009964,0.00027608638629317284,0.00012926045747008175,0.68,6.4,6.4,0.0,0.0,1.6782942111603916e-05,0.015799790620803833
PD+FF,1044,0,0.0,0.0,-1.981444239616394,0.7169352173805237,0.20961801707744598,True,0.6310648322105408,0.08005426079034805,0.0002942763385362923,0.00013759471767116338,0.675,6.5,6.5,0.0,0.0,2.0554389266180806e-05,0.017258545383810997
PD+FF,1045,0,0.0,0.0,-0.7272861003875732,-0.39523494243621826,0.4158290922641754,True,0.26832669973373413,0.034033339470624924,0.000123366029583849,5.847505235578865e-05,0.7675,4.65,4.65,0.0,0.0,4.897060989605961e-06,0.007996262982487679
PD+FF,1046,0,0.0,0.0,-1.868130087852478,0.6265861392021179,0.39649125933647156,True,0.6510306000709534,0.08856672048568726,0.0003236715856473893,0.00015148089732974768,0.665,6.7,6.7,0.0,0.0,1.268201413040515e-05,0.013842117041349411
PD+FF,1047,0,0.0,0.0,-1.1699552536010742,-0.14992530643939972,0.29876548051834106,True,0.3641320466995239,0.04581631347537041,0.00017340652993880212,8.07183314464055e-05,0.735,5.300000000000001,5.300000000000001,0.0,0.0,8.29235250421334e-06,0.010809860192239285
PD+FF,1048,0,0.0,0.0,-0.9076822996139526,-0.7630760073661804,0.4824531674385071,True,0.3781713843345642,0.04847816750407219,0.00016570357547607273,7.830094546079636e-05,0.73,5.4,5.4,0.0,0.0,9.578472599969245e-06,0.010756651870906353
PD+FF,1049,0,0.0,0.0,-1.6127384901046753,0.09402617067098618,0.43331217765808105,True,0.5516440868377686,0.07478052377700806,0.0002739012415986508,0.00012818216055165976,0.6825,6.3500000000000005,6.3500000000000005,0.0,0.0,9.226735528500285e-06,0.012505079619586468
PD+FF,1050,0,0.0,0.0,-1.2507070302963257,-0.40418457984924316,0.49881017208099365,True,0.4567083716392517,0.06132746487855911,0.00022570573491975665,0.00010558211943134665,0.705,5.9,5.9,0.0,0.0,8.130743481160607e-06,0.011183705180883408
PD+FF,1051,0,0.0,0.0,-0.8433747291564941,-0.6024307608604431,0.2584548592567444,True,0.2959114611148834,0.03602907061576843,0.00013327223132364452,6.231918086996302e-05,0.7625,4.75,4.75,0.0,0.0,6.45936643195455e-06,0.00931263342499733
PD+FF,1052,0,0.0,0.0,-1.577463150024414,-0.03658809885382652,0.32490968704223633,True,0.5016737580299377,0.06477614492177963,0.00023368510301224887,0.00010956959158647805,0.6975,6.050000000000001,6.050000000000001,0.0,0.0,1.2792404959327541e-05,0.013857802376151085
PD+FF,1053,0,0.0,0.0,-0.7320424914360046,-0.38764455914497375,0.44851720333099365,True,0.2760452330112457,0.035383179783821106,0.00012128568050684407,5.699795292457566e-05,0.765,4.7,4.7,0.0,0.0,5.115535714139696e-06,0.008126680739223957
PD+FF,1054,0,0.0,0.0,-1.9604523181915283,0.6108824014663696,0.3443475067615509,True,0.6611873507499695,0.0881199836730957,0.0003149077820125967,0.00014781007484998554,0.665,6.7,6.7,0.0,0.0,1.4456090866588056e-05,0.014762049540877342
PD+FF,1055,0,0.0,0.0,-0.8035520911216736,-0.8197364807128906,0.37500709295272827,True,0.3379405438899994,0.04173753410577774,0.0001475450408179313,6.924118497408926e-05,0.745,5.1000000000000005,5.1000000000000005,0.0,0.0,8.249693564721383e-06,0.010167498141527176
PD+FF,1056,0,0.0,0.0,-0.6173267960548401,-0.7547652125358582,0.33817118406295776,True,0.2779201567173004,0.03379954770207405,0.00012761447578668594,5.948036050540395e-05,0.77,4.6000000000000005,4.6000000000000005,0.0,0.0,5.943630640103947e-06,0.008749747648835182
PD+FF,1057,0,0.0,0.0,-1.4013786315917969,-0.020997419953346252,0.2980625629425049,True,0.43635666370391846,0.055471427738666534,0.00020171543292235583,9.43007689784281e-05,0.715,5.7,5.7,0.0,0.0,1.1329720109642949e-05,0.012582065537571907
PD+FF,1058,0,0.0,0.0,-1.9344123601913452,-0.6835842132568359,0.34246277809143066,True,0.6558837890625,0.08690709620714188,0.0003242169041186571,0.00015129866369534284,0.6675,6.65,6.65,0.0,0.0,1.5057858945510816e-05,0.014890632592141628
PD+FF,1059,0,0.0,0.0,-1.3239208459854126,-0.34795770049095154,0.3298633396625519,True,0.42855536937713623,0.05459374561905861,0.0002090749330818653,9.724652773002163e-05,0.7175,5.65,5.65,0.0,0.0,1.1081616321462207e-05,0.012188461609184742
PD+FF,1060,0,0.0,0.0,-0.5232435464859009,-0.8263487219810486,0.4775193929672241,True,0.2911730408668518,0.03610130399465561,0.0001407265808666125,6.524972559418529e-05,0.7625,4.75,4.75,0.0,0.0,6.566031515831128e-06,0.00866315234452486
PD+FF,1061,0,0.0,0.0,-1.0766786336898804,0.09924349933862686,0.28927016258239746,True,0.3315750062465668,0.04148436710238457,0.00014822487719357014,6.950894749024883e-05,0.7475,5.050000000000001,5.050000000000001,0.0,0.0,7.038037438178435e-06,0.009985548444092274
PD+FF,1062,0,0.0,0.0,-1.020176649093628,-0.6513675451278687,0.4292861223220825,True,0.3840239346027374,0.04907643049955368,0.0001836131705204025,8.545170567231253e-05,0.7275,5.45,5.45,0.0,0.0,9.545206012262497e-06,0.010929525829851627
PD+FF,1063,0,0.0,0.0,-0.5567145943641663,0.6067063212394714,0.2895512878894806,True,0.232075035572052,0.028053754940629005,0.00010898220352828503,5.0532697059679776e-05,0.79,4.2,4.2,0.0,0.0,4.247417109581875e-06,0.007513337302953005
PD+FF,1064,0,0.0,0.0,-1.6129041910171509,-0.13716638088226318,0.24278511106967926,True,0.4923093616962433,0.062271635979413986,0.00023318857711274177,0.0001086960473912768,0.7025,5.95,5.95,0.0,0.0,1.4441817256738432e-05,0.01395441871136427
PD+FF,1065,0,0.0,0.0,-0.5033138990402222,-0.5932050347328186,0.453745573759079,True,0.2405141144990921,0.030054522678256035,0.00010430141992401332,4.934263415634632e-05,0.7825,4.3500000000000005,4.3500000000000005,0.0,0.0,4.4524058466777205e-06,0.007251631002873182
PD+FF,1066,0,0.0,0.0,-1.3762075901031494,0.32575497031211853,0.20805609226226807,True,0.415297269821167,0.051476724445819855,0.00019222057017032057,9.019601566251367e-05,0.7225,5.550000000000001,5.550000000000001,0.0,0.0,1.117567444453016e-05,0.012309524230659008
PD+FF,1067,0,0.0,0.0,-0.6176835894584656,0.9055254459381104,0.20151829719543457,True,0.2944870889186859,0.03511269763112068,0.00012674846220761538,5.9195386711508036e-05,0.765,4.7,4.7,0.0,0.0,6.961503004276892e-06,0.009821220301091671
PD+FF,1068,0,0.0,0.0,-0.7787961959838867,0.5352519750595093,0.25048118829727173,True,0.26916739344596863,0.03269658237695694,0.0001233189832419157,5.733281432185322e-05,0.7725,4.55,4.55,0.0,0.0,5.418373348220484e-06,0.00858324021100998
PD+FF,1069,0,0.0,0.0,-0.5076419115066528,0.8446078896522522,0.24751581251621246,True,0.26616591215133667,0.03177677467465401,0.00011855122284032404,5.5316580983344465e-05,0.775,4.5,4.5,0.0,0.0,5.739279458794044e-06,0.008807997219264507
PD+FF,1070,0,0.0,0.0,-1.6644020080566406,0.9533751606941223,0.22921264171600342,True,0.5619850158691406,0.07016897946596146,0.0002622129686642438,0.00012211395369376987,0.69,6.2,6.2,0.0,0.0,2.0166144167887978e-05,0.015840740874409676
PD+FF,1071,0,0.0,0.0,-1.6379417181015015,0.7469041347503662,0.26974478363990784,True,0.5414777994155884,0.06842929869890213,0.0002566158364061266,0.00011975569213973358,0.6925,6.15,6.15,0.0,0.0,1.7520471374155022e-05,0.015084301121532917
PD+FF,1072,0,0.0,0.0,-1.22187077999115,0.3675197660923004,0.4661308228969574,True,0.4337089955806732,0.057268183678388596,0.00021931495575699955,0.00010147508874069899,0.7125,5.75,5.75,0.0,0.0,8.856300155457575e-06,0.011734899133443832
PD+FF,1073,0,0.0,0.0,-1.5133368968963623,0.8512749075889587,0.3800120949745178,True,0.5426552295684814,0.06990370899438858,0.00025470092077739537,0.00011921399709535763,0.69,6.2,6.2,0.0,0.0,1.5028509551484603e-05,0.01445464976131916
PD+FF,1074,0,0.0,0.0,-0.5001789927482605,-0.2884053587913513,0.4962819218635559,True,0.2087370604276657,0.027106409892439842,8.266921940958127e-05,3.983652641181834e-05,0.7925,4.15,4.15,0.0,0.0,3.1749229947308777e-06,0.006803547032177448
PD+FF,1075,0,0.0,0.0,-0.8189709782600403,0.9466501474380493,0.23914383351802826,True,0.3452018201351166,0.04156418517231941,0.00015272514428943396,7.1341433795169e-05,0.7475,5.050000000000001,5.050000000000001,0.0,0.0,9.090457751881331e-06,0.011009875684976578
PD+FF,1076,0,0.0,0.0,-1.445397138595581,-0.562984049320221,0.45283621549606323,True,0.517841100692749,0.06897054612636566,0.00026212248485535383,0.00012157461605966091,0.6925,6.15,6.15,0.0,0.0,1.0391700016043615e-05,0.012574740685522556
PD+FF,1077,0,0.0,0.0,-0.6151338219642639,-0.8893533945083618,0.2694230377674103,True,0.29659128189086914,0.0356009341776371,0.0001307942293351516,6.108212255639955e-05,0.7625,4.75,4.75,0.0,0.0,6.922120974195423e-06,0.009648658335208893
PD+FF,1078,0,0.0,0.0,-0.6580581068992615,-0.6858707666397095,0.23459486663341522,True,0.261771559715271,0.0314437635242939,0.00011515850201249123,5.3772448154632e-05,0.7775,4.45,4.45,0.0,0.0,5.4144825298863e-06,0.008513720706105232
PD+FF,1079,0,0.0,0.0,-0.5874135494232178,0.8651593327522278,0.4896434247493744,True,0.314788818359375,0.039261702448129654,0.0001343217008979991,6.362538260873407e-05,0.7525,4.95,4.95,0.0,0.0,7.494308192690369e-06,0.009227906353771687
PD+FF,1080,0,0.0,0.0,-0.6397119164466858,0.7102972865104675,0.367546945810318,True,0.27899789810180664,0.03422284126281738,0.00012424630403984338,5.8178178733214736e-05,0.7675,4.65,4.65,0.0,0.0,5.8750952121044975e-06,0.008645283058285713
PD+FF,1081,0,0.0,0.0,-1.3320256471633911,0.8601993322372437,0.3006768822669983,True,0.4704139530658722,0.05877021327614784,0.00021218891197349876,9.953153494279832e-05,0.71,5.800000000000001,5.800000000000001,0.0,0.0,1.44744271892705e-05,0.013501483015716076
PD+FF,1082,0,0.0,0.0,-0.9581221342086792,-0.30673766136169434,0.3117980659008026,True,0.30847403407096863,0.03852140158414841,0.00013312364171724766,6.27639310550876e-05,0.755,4.9,4.9,0.0,0.0,6.280664820224047e-06,0.009299513883888721
PD+FF,1083,0,0.0,0.0,-1.3940625190734863,0.6289385557174683,0.21643398702144623,True,0.4444563388824463,0.05496184527873993,0.00020306059741415083,9.446385956835002e-05,0.7175,5.65,5.65,0.0,0.0,1.3103777746437117e-05,0.013155719265341759
PD+FF,1084,0,0.0,0.0,-0.7371216416358948,-0.8951173424720764,0.4071005880832672,True,0.3408970534801483,0.04209991171956062,0.00016214975039474666,7.533330790465698e-05,0.745,5.1000000000000005,5.1000000000000005,0.0,0.0,8.508725841238629e-06,0.010180558077991009
PD+FF,1085,0,0.0,0.0,-0.7224554419517517,-0.08529454469680786,0.4138740301132202,True,0.24773134291172028,0.031737565994262695,0.0001205312364618294,5.611169399344362e-05,0.775,4.5,4.5,0.0,0.0,3.9918222682899795e-06,0.007403410039842129
PD+FF,1086,0,0.0,0.0,-0.7490203976631165,-0.7008727788925171,0.4387705326080322,True,0.31671342253685,0.03980909287929535,0.00013926900282967836,6.539145397255197e-05,0.7525,4.95,4.95,0.0,0.0,7.126707714633085e-06,0.009272490628063679
PD+FF,1087,0,0.0,0.0,-1.2718281745910645,-0.8616007566452026,0.3274095356464386,True,0.4593591094017029,0.05755477398633957,0.0002050886396318674,9.61863697739318e-05,0.7125,5.75,5.75,0.0,0.0,1.3800278793496545e-05,0.01319077517837286
PD+FF,1088,0,0.0,0.0,-1.148199200630188,-0.9221230149269104,0.4605681300163269,True,0.4635917842388153,0.05956573411822319,0.00021822054986841977,0.00010216540977125987,0.7075,5.8500000000000005,5.8500000000000005,0.0,0.0,1.2867847544839606e-05,0.012763573788106441
PD+FF,1089,0,0.0,0.0,-1.8535881042480469,0.5890284776687622,0.37915652990341187,True,0.6356735229492188,0.08534636348485947,0.0003050636441912502,0.00014305097283795476,0.67,6.6000000000000005,6.6000000000000005,0.0,0.0,1.3038928045716602e-05,0.01397843100130558
PD+FF,1090,0,0.0,0.0,-0.9845758080482483,-0.6573527455329895,0.30003631114959717,True,0.34752190113067627,0.042881857603788376,0.00015634199371561408,7.318266580114141e-05,0.7425,5.15,5.15,0.0,0.0,8.43202360556461e-06,0.010463055223226547
PD+FF,1091,0,0.0,0.0,-1.8845704793930054,-0.6914018392562866,0.36124923825263977,True,0.6462498903274536,0.08598387241363525,0.0003230402653571218,0.00015058780263643712,0.6675,6.65,6.65,0.0,0.0,1.437987248209538e-05,0.014707434922456741
PD+FF,1092,0,0.0,0.0,-1.9696727991104126,-0.2278679758310318,0.31251582503318787,True,0.6357013583183289,0.08385485410690308,0.00031666667200624943,0.00014748392277397215,0.67,6.6000000000000005,6.6000000000000005,0.0,0.0,1.3772720194538124e-05,0.015308795496821404
PD+FF,1093,0,0.0,0.0,-0.8791002631187439,0.07968070358037949,0.43002596497535706,True,0.30111825466156006,0.0389493964612484,0.00014332127466332167,6.590200064238161e-05,0.7525,4.95,4.95,0.0,0.0,5.609120762528619e-06,0.0087656918913126
PD+FF,1094,0,0.0,0.0,-0.9031349420547485,-0.5643354058265686,0.2514164447784424,True,0.30558618903160095,0.0372929610311985,0.00013920907804276794,6.490687519544736e-05,0.7575,4.8500000000000005,4.8500000000000005,0.0,0.0,6.771007065253798e-06,0.009487378410995007
PD+FF,1095,0,0.0,0.0,-1.3096781969070435,-0.4019305408000946,0.2943161725997925,True,0.4184468388557434,0.05271773785352707,0.0001884035737020895,8.844371768645942e-05,0.72,5.6000000000000005,5.6000000000000005,0.0,0.0,1.09184311440913e-05,0.012138254940509796
PD+FF,1096,0,0.0,0.0,-0.5565752387046814,0.7886120080947876,0.27283963561058044,True,0.26499274373054504,0.03180014714598656,0.00011330512643326074,5.322689321474172e-05,0.775,4.5,4.5,0.0,0.0,5.604987563856412e-06,0.00862413365393877
PD+FF,1097,0,0.0,0.0,-1.3080552816390991,0.037033263593912125,0.27344202995300293,True,0.40036290884017944,0.050373587757349014,0.000175523673533462,8.263412019005045e-05,0.725,5.5,5.5,0.0,0.0,9.877560842141975e-06,0.011713707819581032
PD+FF,1098,0,0.0,0.0,-1.2224541902542114,-0.25077617168426514,0.4742331802845001,True,0.4310409426689148,0.05725039169192314,0.00019462080672383308,9.196031896863133e-05,0.7125,5.75,5.75,0.0,0.0,8.197649549401831e-06,0.011510597541928291
PD+FF,1099,0,0.0,0.0,-1.9130916595458984,0.09447009861469269,0.36984628438949585,True,0.6363836526870728,0.08618996292352676,0.0003134555008728057,0.00014679772721137851,0.6675,6.65,6.65,0.0,0.0,1.1412694220780395e-05,0.01408309955149889
Direct PPO,1000,0,0.0,0.0,-1.2179213762283325,0.20768369734287262,0.34128254652023315,True,0.34486833214759827,0.0052655828185379505,0.0053647044114768505,3.814704086835263e-06,0.8475,3.0500000000000003,3.0500000000000003,0.005285739898681641,0.0,0.0027040981221944094,0.5646498799324036
Direct PPO,1001,0,0.0,0.0,-1.0811076164245605,-0.9685990810394287,0.25630688667297363,True,0.34045088291168213,0.0033165619242936373,0.0023882382083684206,1.4928392033652926e-07,0.8675,2.6500000000000004,2.6500000000000004,0.006179869174957275,0.0,0.003050529630854726,0.555042564868927
Direct PPO,1002,0,0.0,0.0,-1.428768277168274,-0.28562131524086,0.4242836833000183,True,0.45265331864356995,0.009009947068989277,0.008449619635939598,2.35713582696917e-06,0.815,3.7,3.7,0.008435249328613281,0.0,0.0019621283281594515,0.3480825424194336
Direct PPO,1003,0,0.0,0.0,-1.7183640003204346,-0.48658838868141174,0.34840381145477295,True,0.5297473669052124,0.005713071208447218,0.005642169155180454,3.606158088587108e-06,0.8075,3.85,3.85,0.005583763122558594,0.0,0.002838145475834608,0.561067521572113
