method,scenario,seed,success,reacquired,rmse,pre_maneuver_rmse,post_maneuver_rmse,post_p95_error,post_max_error,post_lateral_rmse,overall_stable_ratio,post_stable_ratio,reacquisition_time,forward_overshoot,command_smoothness,max_command_change,final_error,final_relative_speed,base_ugv_speed,max_ugv_speed
Residual PPO,nominal,1082,True,True,0.2785293839427279,0.037251529014295945,0.0069116714898420015,0.017281830310821533,0.026582852005958557,0.0018613843944473875,0.835,1.0,0.0,0.003928661346435547,3.5648656194098294e-05,0.05695311352610588,0.003936902619898319,8.711430382390972e-06,0.3117980659008026,0.3117980659008026
Residual PPO,nominal,1083,True,True,0.4100757296212966,0.040662074321649117,0.007836877865999785,0.020581554621458054,0.029954560101032257,0.0025555820397483923,0.805,1.0,0.0,0.0003886222839355469,3.9200651372084394e-05,0.05405750125646591,0.000793584855273366,1.0664884030120447e-05,0.21643398702144623,0.21643398702144623
Residual PPO,nominal,1084,True,True,0.3095086411696729,0.05024605843415365,0.0095943450510879,0.021488383412361145,0.03461400046944618,0.004785409058343346,0.8175,1.0,0.0,0.007361412048339844,4.517088018474169e-05,0.055608294904232025,0.007363000884652138,1.9573710233089514e-05,0.4071005880832672,0.4071005880832672
Residual PPO,nominal,1085,True,True,0.22112040504356356,0.03157345768623002,0.007530025082354487,0.012924124486744404,0.021689243614673615,0.0006389394093622652,0.8525,1.0,0.0,0.007616996765136719,3.308123996248469e-05,0.05637222155928612,0.007619136944413185,1.2533023436844815e-05,0.4138740301132202,0.4138740301132202
Residual PPO,nominal,1086,True,True,0.28672479468240464,0.04580905257031958,0.00955282757486163,0.019277485087513924,0.031504858285188675,0.0037236328030946504,0.825,1.0,0.0,0.008494377136230469,4.1397881432203576e-05,0.05526653304696083,0.008498967625200748,1.2496888302848674e-05,0.4387705326080322,0.4387705326080322
Residual PPO,nominal,1087,True,True,0.42493704430554297,0.062022988011591285,0.010977113170435251,0.02854902669787407,0.043846603482961655,0.005311933620728382,0.8025,1.0,0.0,0.004489898681640625,4.246379103278741e-05,0.05723519250750542,0.004493757151067257,1.5187599274213426e-05,0.3274095356464386,0.3274095356464386
Residual PPO,nominal,1088,True,True,0.43281158815292475,0.07086279892426654,0.013354729441365305,0.03151949867606163,0.049656808376312256,0.005703076153146046,0.7925,1.0,0.0,0.0092315673828125,3.8189857150428e-05,0.05627141147851944,0.009238620288670063,2.279863110743463e-05,0.4605681300163269,0.4605681300163269
Residual PPO,nominal,1089,True,True,0.6145689079131534,0.08544917029605364,0.01595046089247949,0.041634686291217804,0.06226968765258789,0.0018481016090131518,0.76,1.0,0.0,0.006357669830322266,3.324971839901991e-05,0.05512060597538948,0.0063577559776604176,2.2602975150221027e-05,0.37915652990341187,0.37915652990341187
Residual PPO,nominal,1090,True,True,0.31506368838905574,0.04501287888449293,0.00799551164737195,0.020689791068434715,0.031828850507736206,0.003612245948339768,0.83,1.0,0.0,0.003487110137939453,3.8386588130379096e-05,0.05768938735127449,0.0035006410907953978,1.2649662494368386e-05,0.30003631114959717,0.30003631114959717
Residual PPO,nominal,1091,True,True,0.6221154834026604,0.09382364816064052,0.017158510786126298,0.04516466706991196,0.06777263432741165,0.00595940806250023,0.76,1.0,0.0,0.005690097808837891,3.7966987292747945e-05,0.05347930267453194,0.005690254736691713,3.2085401471704245e-05,0.36124923825263977,0.36124923825263977
Residual PPO,nominal,1092,True,True,0.611755430678597,0.08067616839236183,0.015069374903359448,0.039899252355098724,0.0589996799826622,0.003393518543722567,0.76,1.0,0.0,0.003916740417480469,3.634329550550319e-05,0.056606680154800415,0.003925046883523464,2.8546592147904448e-05,0.31251582503318787,0.31251582503318787
Residual PPO,nominal,1093,True,True,0.2733713639627044,0.03818357919873979,0.008574039586413174,0.016138795763254166,0.026522312313318253,0.00021927990331714256,0.835,1.0,0.0,0.008182525634765625,3.1737450626678765e-05,0.05455237254500389,0.008186180144548416,1.3415681678452529e-05,0.43002596497535706,0.43002596497535706
Residual PPO,nominal,1094,True,True,0.27373230040646773,0.037974648754523575,0.006772059082925681,0.01791943423449993,0.0270827729254961,0.0029786643203164247,0.8425,1.0,0.0,0.0016865730285644531,3.667227065307088e-05,0.05702207610011101,0.001767573761753738,1.1913247362826951e-05,0.2514164447784424,0.2514164447784424
Residual PPO,nominal,1095,True,True,0.38648790216027623,0.049983887218711553,0.009128589128905728,0.02394793927669525,0.03603125363588333,0.002826112109049516,0.8075,1.0,0.0,0.0032758712768554688,3.847349944408052e-05,0.05379455164074898,0.0032928581349551678,1.3300422324391548e-05,0.2943161725997925,0.2943161725997925
Residual PPO,nominal,1096,True,True,0.23160293550562783,0.030497066941474655,0.005202296952363657,0.012887204997241497,0.02071281522512436,0.004160656635274417,0.85,1.0,0.0,0.002502918243408203,2.9352713681873865e-05,0.046985700726509094,0.0025395737029612064,1.7456519572078832e-06,0.27283963561058044,0.27283963561058044
Residual PPO,nominal,1097,True,True,0.3694741957288935,0.042414745433150394,0.007962426972613745,0.02097308076918125,0.031063443049788475,0.0008084417728172722,0.81,1.0,0.0,0.0025110244750976562,3.658982677734457e-05,0.056673675775527954,0.0025473684072494507,9.136680091614835e-06,0.27344202995300293,0.27344202995300293
Residual PPO,nominal,1098,True,True,0.4075301196709038,0.06454693021030636,0.01279282110654484,0.02920679561793804,0.0458202138543129,0.002045022163155593,0.8,1.0,0.0,0.009717941284179688,3.0371804314199835e-05,0.05321934074163437,0.009726636111736298,1.5817760868230835e-05,0.4742331802845001,0.4742331802845001
Residual PPO,nominal,1099,True,True,0.6162301872407062,0.08797347963994642,0.016484951256472254,0.04324909672141075,0.06431064009666443,0.0014673218431328857,0.7575,1.0,0.0,0.006012439727783203,3.2723961339797825e-05,0.054744407534599304,0.006012442987412214,2.6932717446470633e-05,0.36984628438949585,0.36984628438949585
PD+FF,speed_step,1000,True,True,0.39224678671620894,0.15353739359609433,0.045645796663586154,0.12043783068656921,0.13346685469150543,0.004141056155755449,0.7225,0.9928825622775801,0.05000000000000071,0.0,0.00012939503358211368,0.21889342367649078,0.0002822663518600166,0.00013144822150934488,0.34128254652023315,0.5412825345993042
PD+FF,speed_step,1001,True,True,0.41203803401296923,0.15442899321395778,0.044129711077829474,0.11808986216783524,0.12958204746246338,0.01986711718881094,0.7225,0.9928825622775801,0.05000000000000071,0.0,0.00013246478920336813,0.21909880638122559,0.0002573783858679235,0.00012063114263582975,0.25630688667297363,0.4563068747520447
PD+FF,speed_step,1002,True,True,0.4875934874192654,0.1977184487324279,0.05515121310394533,0.14718510210514069,0.16350872814655304,0.005695077106362533,0.67,0.9537366548042705,0.6000000000000005,0.0,0.000129681036924012,0.218576580286026,0.00030679997871629894,0.00014451924653258175,0.4242836833000183,0.6242836713790894
PD+FF,speed_step,1003,True,True,0.5710804798293801,0.2290752899498385,0.06181087841288309,0.16437222063541412,0.18509292602539062,0.009702214579930216,0.655,0.9323843416370107,0.9000000000000004,0.0,0.00013308845518622547,0.21836838126182556,0.00035503829712979496,0.000166353362146765,0.34840381145477295,0.548403799533844
PD+FF,speed_step,1004,True,True,0.6480391567051681,0.2548323806713391,0.06718732194552372,0.17820295691490173,0.20281143486499786,0.01489831619976646,0.645,0.9181494661921709,1.1000000000000005,0.0,0.00013886525994166732,0.21821817755699158,0.00038841954665258527,0.00018181298219133168,0.24154320359230042,0.44154319167137146
PD+FF,speed_step,1005,True,True,0.6323135144054685,0.24932539804254653,0.06582978124931706,0.17463567852973938,0.19857355952262878,0.017504388114018225,0.6475,0.9217081850533808,1.0500000000000007,0.0,0.00013815610145684332,0.21828757226467133,0.00038065871922299266,0.00017805171955842525,0.28618520498275757,0.4861851930618286
PD+FF,speed_step,1006,True,True,0.46821842420553667,0.1830673901385804,0.05202788919942974,0.13911543786525726,0.15353219211101532,0.004022025286407111,0.69,0.9750889679715302,0.40000000000000036,0.0,0.000132827612105757,0.2186770886182785,0.00030884044826962054,0.00014446934801526368,0.28934937715530396,0.489349365234375
PD+FF,speed_step,1007,True,True,0.6598780190775055,0.27627537504334304,0.07196199540307625,0.19058790802955627,0.21849896013736725,0.01264677208781532,0.6375,0.9074733096085409,1.25,0.0,0.00013204992865212262,0.21803893148899078,0.0004244763986207545,0.00019798637367784977,0.39287856221199036,0.5928785800933838
PD+FF,speed_step,1008,True,True,0.5658029256372547,0.2212919575023435,0.05998145740498542,0.15958857536315918,0.1792941391468048,0.0125272189647439,0.6575,0.9359430604982206,0.8500000000000005,0.0,0.0001370450627291575,0.21844880282878876,0.00035306159406900406,0.00016556533228140324,0.26522985100746155,0.4652298390865326
PD+FF,speed_step,1009,True,True,0.590553185328012,0.23089114611115757,0.06229676374302156,0.1656644642353058,0.18657594919204712,0.0069023447963587805,0.655,0.9323843416370107,0.9000000000000004,0.0,0.0001375120336888358,0.2183389663696289,0.000360611651558429,0.0001688529591774568,0.2149554342031479,0.4149554371833801
PD+FF,speed_step,1010,True,True,0.6707231234082209,0.30580669317010367,0.07856691997955229,0.20773237943649292,0.2401508390903473,0.0014278798138977129,0.63,0.896797153024911,1.4000000000000004,0.0,0.000126904109492898,0.21777917444705963,0.000443529017502442,0.00020781462080776691,0.4753030240535736,0.675303041934967
PD+FF,speed_step,1011,True,True,0.48568125795210304,0.189430839647148,0.053430162703813226,0.14275366067886353,0.15797671675682068,0.0025252481384474236,0.6775,0.9608540925266904,0.5,0.0,0.00013374963600654155,0.21862651407718658,0.0003188338305335492,0.00014921427646186203,0.26378002762794495,0.463780015707016
PD+FF,speed_step,1012,True,True,0.4967830527634192,0.1927766074838296,0.05382160171404256,0.14365579187870026,0.1594698578119278,0.011204793575122276,0.6725,0.9572953736654805,0.5500000000000007,0.0,0.00013498913904186338,0.21865135431289673,0.00032638292759656906,0.00015221396461129189,0.2715309262275696,0.4715309143066406
PD+FF,speed_step,1013,True,True,0.3482647062260897,0.13281550650784205,0.03955435658175694,0.10444200038909912,0.11519627273082733,0.017087066980060496,0.7375,0.9928825622775801,0.05000000000000071,0.0,0.00012913670798297971,0.21922484040260315,0.00025472562992945313,0.00011758154141716659,0.401797890663147,0.601797878742218
PD+FF,speed_step,1014,True,True,0.4712455468841758,0.19412024349308904,0.054428579074079,0.14533135294914246,0.161165252327919,0.0034176808538458154,0.67,0.9537366548042705,0.6000000000000005,0.0,0.00012799906835425645,0.2185945212841034,0.00031147297704592347,0.0001461202627979219,0.4693894386291504,0.6693894267082214
PD+FF,speed_step,1015,True,True,0.48576990445035256,0.1952586046898102,0.0546569067089552,0.14591725170612335,0.1619052290916443,0.004269709174550424,0.67,0.9537366548042705,0.6000000000000005,0.0,0.0001305557816522196,0.2185889333486557,0.0003070406091865152,0.00014460604870691895,0.39239153265953064,0.5923915505409241
PD+FF,speed_step,1016,True,True,0.524795770067984,0.20787465368401306,0.05741199373060187,0.15306057035923004,0.17065905034542084,0.0022852793289569037,0.6625,0.9430604982206405,0.75,0.0,0.000133322027977556,0.21849192678928375,0.00035118008963763714,0.00016264933219645172,0.3060871958732605,0.5060871839523315
PD+FF,speed_step,1017,True,True,0.28602353263250213,0.11144746369554047,0.03540596526427867,0.09245146065950394,0.10223403573036194,0.012869721601908466,0.755,0.9893238434163701,0.10000000000000053,0.0,0.00012654734018724412,0.21931566298007965,0.00022067198005970567,0.00010264477896271273,0.4917738139629364,0.6917738318443298
PD+FF,speed_step,1018,True,True,0.38580843592509906,0.1561373635144341,0.046260854081995595,0.12201949954032898,0.13536280393600464,0.0017961645091771727,0.72,0.9928825622775801,0.05000000000000071,0.0,0.00012814572255592793,0.21886737644672394,0.00026435486506670713,0.00012430294009391218,0.4614541530609131,0.6614541411399841
PD+FF,speed_step,1019,True,True,0.5421787750114369,0.21695471693353172,0.05934662958265376,0.158053919672966,0.17690110206604004,0.004147561159745526,0.66,0.9395017793594306,0.8000000000000007,0.0,0.00013230183685664088,0.21843020617961884,0.00034884753404185176,0.00016325242177117616,0.34006524085998535,0.5400652289390564
PD+FF,speed_step,1020,True,True,0.3525207260015764,0.13299832181040847,0.04090325357295726,0.10801482945680618,0.11881427466869354,0.00862670662670558,0.7375,0.9928825622775801,0.05000000000000071,0.0,0.0001288038765778765,0.2190784364938736,0.00024315442715305835,0.0001138187653850764,0.2227078378200531,0.42270782589912415
PD+FF,speed_step,1021,True,True,0.5586700680318848,0.23306098995572735,0.06228451730475642,0.16545571386814117,0.18705607950687408,0.017005369462996526,0.655,0.9323843416370107,0.9000000000000004,0.0,0.00013076147297397256,0.21840688586235046,0.0003707330033648759,0.00017299654427915812,0.49743902683258057,0.6974390149116516
PD+FF,speed_step,1022,True,True,0.7068621320880264,0.2959975098516795,0.07608326193758506,0.20118284225463867,0.23244072496891022,0.01697409981774666,0.6325,0.900355871886121,1.3500000000000005,0.0,0.00013410575047601014,0.2179274559020996,0.0004234972584526986,0.0001992104371311143,0.37694433331489563,0.5769443511962891
PD+FF,speed_step,1023,True,True,0.5642422659723202,0.23340396434902067,0.062397371904135364,0.16576248407363892,0.18738222122192383,0.01643907255941229,0.655,0.9323843416370107,0.9000000000000004,0.0,0.00013123117969371378,0.21839742362499237,0.0003524145286064595,0.00016564947145525366,0.4728805720806122,0.6728805899620056
PD+FF,speed_step,1024,True,True,0.4938929223962324,0.1936672536598666,0.05410776462637088,0.14442846179008484,0.16031186282634735,0.009636529743647438,0.6725,0.9572953736654805,0.5500000000000007,0.0,0.00013397287693805993,0.21863114833831787,0.0003201421641279012,0.00014961279521230608,0.3110935389995575,0.5110935568809509
PD+FF,speed_step,1025,True,True,0.23890041784534122,0.08960080484566361,0.03171940558787612,0.08217652142047882,0.0909150242805481,0.005144626539436252,0.7775,0.9893238434163701,0.10000000000000053,0.0,0.00012471264926716685,0.2193724811077118,0.00020323070930317044,9.446183685213327e-05,0.24864348769187927,0.4486434757709503
PD+FF,speed_step,1026,True,True,0.541318363214889,0.21247956141123794,0.058385257561479824,0.15557178854942322,0.173773854970932,0.0037931342744339912,0.6625,0.9430604982206405,0.75,0.0,0.00013520714128389955,0.2184617817401886,0.00035157977254129946,0.0001638492103666067,0.2583710551261902,0.45837104320526123
PD+FF,speed_step,1027,True,True,0.6544698910746736,0.274130548840668,0.0717185262769899,0.1900406926870346,0.21735350787639618,0.0024782761691327124,0.6375,0.9074733096085409,1.25,0.0,0.00013066812243778259,0.21801041066646576,0.00043032586108893156,0.0002002550318138674,0.36954861879348755,0.5695486068725586
PD+FF,speed_step,1028,True,True,0.26836325404034683,0.10489656837883152,0.035103742718728716,0.0917746052145958,0.10103050619363785,0.00454549434340901,0.7625,0.9928825622775801,0.05000000000000071,0.0,0.00012518958828877658,0.21925346553325653,0.00020373884763102978,9.591210255166516e-05,0.4025936424732208,0.6025936603546143
PD+FF,speed_step,1029,True,True,0.2729470362084195,0.10074309390260205,0.03282571918155487,0.08596061170101166,0.09439697861671448,0.012936721550199447,0.765,0.9893238434163701,0.10000000000000053,0.0,0.00012646257528103888,0.21941128373146057,0.00020775980374310166,9.658200724516064e-05,0.214758962392807,0.41475895047187805
PD+FF,speed_step,1030,True,True,0.6200027644479909,0.2562014241913766,0.06721704637256935,0.17818216979503632,0.20331402122974396,0.019442486027956455,0.645,0.9181494661921709,1.1000000000000005,0.0,0.00013334910909179598,0.21825797855854034,0.00039085900061763823,0.0001825986400945112,0.4438457489013672,0.6438457369804382
PD+FF,speed_step,1031,True,True,0.3961584011460607,0.15208900585286622,0.04386863111442643,0.11725538223981857,0.1286083161830902,0.01837601432806674,0.7225,0.9928825622775801,0.05000000000000071,0.0,0.00013111036969348788,0.21908417344093323,0.00025134190218523145,0.00011811072181444615,0.39864641427993774,0.5986464023590088
PD+FF,speed_step,1032,True,True,0.2890507893507306,0.11423837134590296,0.036479128809746,0.09527665376663208,0.10539750009775162,0.010580155913411497,0.755,0.9928825622775801,0.05000000000000071,0.0,0.00012632468133233488,0.21925024688243866,0.00022334686946123838,0.00010403863416286185,0.49894750118255615,0.6989474892616272
PD+FF,speed_step,1033,True,True,0.3341622983065386,0.13006359946180177,0.03933799436548874,0.10402100533246994,0.11434181779623032,0.015032894836553597,0.74,0.9928825622775801,0.05000000000000071,0.0,0.00012830829655285925,0.2192017287015915,0.0002257102751173079,0.00010620028479024768,0.4761985242366791,0.6761985421180725
PD+FF,speed_step,1034,True,True,0.23377641468518845,0.08566904224422606,0.02871905372785582,0.0741783007979393,0.08212970197200775,0.013603242534357575,0.7825,0.9893238434163701,0.10000000000000053,0.0,0.00012530849198810756,0.21957753598690033,0.00016802411118987948,7.904521771706641e-05,0.22327283024787903,0.4232728183269501
PD+FF,speed_step,1035,True,True,0.52290831168637,0.21543888112938797,0.059006582574646756,0.15717118978500366,0.1758078783750534,0.004780088246964664,0.66,0.9395017793594306,0.8000000000000007,0.0,0.00012902283924631774,0.21844333410263062,0.0003624099481385201,0.00016830152890179306,0.436818927526474,0.6368189454078674
PD+FF,speed_step,1036,True,True,0.5260715041249358,0.20838340225769628,0.057186892970673246,0.15236036479473114,0.1701970249414444,0.012032239856785849,0.665,0.9466192170818505,0.7000000000000002,0.0,0.0001338823785772547,0.21854154765605927,0.0003450446529313922,0.0001604634744580835,0.34900519251823425,0.5490052103996277
PD+FF,speed_step,1037,True,True,0.5082802023028593,0.20383220966411197,0.05640907285954106,0.15042224526405334,0.16756382584571838,0.007614453744428968,0.665,0.9466192170818505,0.7000000000000002,0.0,0.00013140260125510395,0.21854165196418762,0.0003421148285269737,0.00015905742475297302,0.38270920515060425,0.5827091932296753
PD+FF,speed_step,1038,True,True,0.5209469027540702,0.20309900181281093,0.05571589911904084,0.14843985438346863,0.16575764119625092,0.016250180617840247,0.6675,0.9501779359430605,0.6500000000000004,0.0,0.0001360847381874919,0.2186298966407776,0.00032181935966946185,0.0001512739690952003,0.31811848282814026,0.5181185007095337
PD+FF,speed_step,1039,True,True,0.22966550066339975,0.08887733804274532,0.031824973904341095,0.0825159102678299,0.09120474010705948,0.0007728019098476939,0.7775,0.9893238434163701,0.10000000000000053,0.0,0.00012411190255079418,0.21935495734214783,0.0002136658877134323,9.872553346212953e-05,0.3661683201789856,0.5661683082580566
PD+FF,speed_step,1040,True,True,0.29514684476752406,0.11396347661170395,0.03630480573515436,0.09480522572994232,0.10489454865455627,0.011250866364466514,0.755,0.9928825622775801,0.05000000000000071,0.0,0.00012658342893701047,0.21926352381706238,0.0002206869685323909,0.00010302094597136602,0.4134989380836487,0.6134989261627197
PD+FF,speed_step,1041,True,True,0.24114197980918003,0.09581952915543057,0.03317952779717757,0.08576522767543793,0.0952724888920784,0.003923094935464402,0.77,0.9893238434163701,0.10000000000000053,0.0,0.0001244434097316116,0.2193165272474289,0.00018912492669187486,8.909276220947504e-05,0.46515655517578125,0.6651565432548523
PD+FF,speed_step,1042,True,True,0.4826324472388804,0.19279656401073128,0.05410334179261818,0.14447778463363647,0.16015999019145966,0.005096130872331552,0.6725,0.9572953736654805,0.5500000000000007,0.0,0.00013130041770637035,0.21861009299755096,0.00031217519426718354,0.00014644711336586624,0.3728010952472687,0.5728011131286621
PD+FF,speed_step,1043,True,True,0.5949878345854068,0.23527865219970556,0.06283319328900717,0.16689908504486084,0.18876710534095764,0.016098748048078662,0.6525,0.9288256227758007,0.9500000000000002,0.0,0.00013637851225212216,0.2183791846036911,0.0003713417681865394,0.0001733985700411722,0.31946444511413574,0.5194644331932068
PD+FF,speed_step,1044,True,True,0.6318591736295597,0.24638803290552214,0.0653655385466127,0.17349493503570557,0.19687213003635406,0.01442065704348286,0.6475,0.9217081850533808,1.0500000000000007,0.0,0.00014004227705299854,0.21827739477157593,0.00039206730434671044,0.0001826927182264626,0.20961801707744598,0.4096180200576782
PD+FF,speed_step,1045,True,True,0.26923159747281195,0.10474398002055478,0.034736003812979144,0.09105338156223297,0.09999111294746399,0.007880692080310328,0.7625,0.9928825622775801,0.05000000000000071,0.0,0.0001254547678399831,0.21928678452968597,0.00020403652160894126,9.565756045049056e-05,0.4158290922641754,0.6158291101455688
PD+FF,speed_step,1046,True,True,0.6518837272446766,0.2725881875386806,0.07116219967869071,0.18852220475673676,0.21584101021289825,0.012537120255056045,0.64,0.9110320284697508,1.2000000000000002,0.0,0.00013194557686802,0.2180655598640442,0.0004018141480628401,0.00018865574384108186,0.39649125933647156,0.596491277217865
PD+FF,speed_step,1047,True,True,0.36501389697465886,0.14101023487341233,0.04297791285787965,0.11368798464536667,0.12513123452663422,0.0029894004048323405,0.73,0.9928825622775801,0.05000000000000071,0.0,0.0001285257749259472,0.2189805805683136,0.00026278203586116433,0.00012169041292509064,0.29876548051834106,0.4987654685974121
PD+FF,speed_step,1048,True,True,0.37897551754034425,0.14920223663538656,0.043702224337441364,0.11516284197568893,0.12787608802318573,0.01539791609387291,0.725,0.9928825622775801,0.05000000000000071,0.0,0.00012988258094992489,0.21904785931110382,0.0002514031366445124,0.00011780286149587482,0.4824531674385071,0.6824531555175781
PD+FF,speed_step,1049,True,True,0.5525283574086256,0.23015702982735364,0.06222629454909927,0.1655096858739853,0.18624792993068695,0.0018748128105952877,0.655,0.9323843416370107,0.9000000000000004,0.0,0.00012877008703071624,0.2183292657136917,0.0003739843668881804,0.0001742322783684358,0.43331217765808105,0.6333121657371521
PD+FF,speed_step,1050,True,True,0.45759357966157294,0.1887511595100716,0.05311831352394032,0.1418873369693756,0.15710262954235077,0.008059146286517356,0.6775,0.9608540925266904,0.5,0.0,0.0001280201831832528,0.2186560481786728,0.00032352551352232695,0.00015087610518094152,0.49881017208099365,0.6988101601600647
PD+FF,speed_step,1051,True,True,0.2967178984444139,0.11088803237374906,0.035447545426404,0.09261219948530197,0.10232093930244446,0.012044214819720327,0.755,0.9893238434163701,0.10000000000000053,0.0,0.0001270346256205812,0.21930356323719025,0.0002047558082267642,9.622938523534685e-05,0.2584548592567444,0.45845484733581543
PD+FF,speed_step,1052,True,True,0.5025327095662904,0.19936763427207868,0.05559031465178301,0.14834831655025482,0.16484324634075165,0.0007295396288981732,0.6675,0.9501779359430605,0.6500000000000004,0.0,0.00013257170212455094,0.21855193376541138,0.00032046003616414964,0.000150513558764942,0.32490968704223633,0.5249096751213074
PD+FF,speed_step,1053,True,True,0.2769563298415404,0.10890101244690556,0.03567817008418311,0.09340700507164001,0.10286013782024384,0.007729341812227032,0.76,0.9928825622775801,0.05000000000000071,0.0,0.00012563724885694683,0.2192527949810028,0.00021973669936414808,0.00010234626824967563,0.44851720333099365,0.6485171914100647
PD+FF,speed_step,1054,True,True,0.6620243296971484,0.27121160503406855,0.07087522632448011,0.1877851039171219,0.21486932039260864,0.012216673800319672,0.64,0.9110320284697508,1.2000000000000002,0.0,0.00013372798275668174,0.21807339787483215,0.00039681210182607174,0.00018663491937331855,0.3443475067615509,0.5443475246429443
PD+FF,speed_step,1055,True,True,0.33868596265520673,0.1284562826330787,0.03861669406030273,0.10206609219312668,0.11225829273462296,0.016608725958538004,0.7375,0.9893238434163701,0.10000000000000053,0.0,0.00012877040717285126,0.21925240755081177,0.00023607794719282538,0.00010989543807227165,0.37500709295272827,0.5750070810317993
PD+FF,speed_step,1056,True,True,0.2786502907573678,0.10402516100772449,0.032947992533836803,0.08606275916099548,0.09491964429616928,0.01522031291033076,0.7625,0.9893238434163701,0.10000000000000053,0.0,0.00012666714610531926,0.21944370865821838,0.00020851647423114628,9.665681136539206e-05,0.33817118406295776,0.5381711721420288
PD+FF,speed_step,1057,True,True,0.437222077528531,0.17072959173153723,0.04941615769469634,0.13162587583065033,0.14518877863883972,0.00041867270009323103,0.71,0.9928825622775801,0.05000000000000071,0.0,0.00013132925960235298,0.21875980496406555,0.00030232363496907055,0.00014073072816245258,0.2980625629425049,0.4980625510215759
PD+FF,speed_step,1058,True,True,0.6567121033498526,0.2674764940385616,0.07000263100093437,0.1855061799287796,0.21206220984458923,0.01372422198135174,0.64,0.9110320284697508,1.2000000000000002,0.0,0.0001343715557595715,0.21811293065547943,0.0004179963143542409,0.00019453818094916642,0.34246277809143066,0.5424627661705017
PD+FF,speed_step,1059,True,True,0.4294114260384892,0.1680275482383036,0.04866675488518873,0.12954403460025787,0.1429346650838852,0.006938019088075728,0.7125,0.9928825622775801,0.05000000000000071,0.0,0.0001311257219640538,0.21880199015140533,0.00028677855152636766,0.0001341245515504852,0.3298633396625519,0.5298633575439453
PD+FF,speed_step,1060,True,True,0.29188953894546454,0.1111099713643279,0.034251921548989414,0.08974740654230118,0.09898000210523605,0.016750028838457005,0.755,0.9893238434163701,0.10000000000000053,0.0,0.00012726589920930564,0.21942152082920074,0.00022590145817957819,0.00010474903683643788,0.4775193929672241,0.6775193810462952
PD+FF,speed_step,1061,True,True,0.3324706819846501,0.1276796084660044,0.04013142739719331,0.10459991544485092,0.11636335402727127,0.001978842107352655,0.7425,0.9928825622775801,0.05000000000000071,0.0,0.000127371444250457,0.21907490491867065,0.00024914994719438255,0.00011586535401875153,0.28927016258239746,0.4892701506614685
PD+FF,speed_step,1062,True,True,0.38485124148092653,0.15104388817969946,0.04443656616723462,0.11714107543230057,0.13000960648059845,0.013051479011087242,0.7225,0.9928825622775801,0.05000000000000071,0.0,0.00012979283928871155,0.2189943939447403,0.0002775515313260257,0.00012883754970971495,0.4292861223220825,0.6292861104011536
PD+FF,speed_step,1063,True,True,0.23286123471098,0.08634271328394527,0.0294901211757425,0.07626049965620041,0.08438413590192795,0.0121314632069419,0.7825,0.9893238434163701,0.10000000000000053,0.0,0.00012505537597462535,0.21952320635318756,0.00018699807696975768,8.63414243212901e-05,0.2895512878894806,0.48955127596855164
PD+FF,speed_step,1064,True,True,0.4931539577264957,0.19165756032422154,0.05390761016941201,0.14398938417434692,0.15950000286102295,0.0027349969766095636,0.6725,0.9572953736654805,0.5500000000000007,0.0,0.00013428348756860942,0.21861083805561066,0.0003103137423750013,0.0001456073223380372,0.24278511106967926,0.4427851140499115
PD+FF,speed_step,1065,True,True,0.24134096100045105,0.09250089990484672,0.03111413160046646,0.08050528168678284,0.08922900259494781,0.011855961570547288,0.775,0.9893238434163701,0.10000000000000053,0.0,0.00012519225128926337,0.21945887804031372,0.00018556343275122344,8.689305832376704e-05,0.453745573759079,0.6537455916404724
PD+FF,speed_step,1066,True,True,0.41613880016764243,0.15843234387923188,0.046606923735484716,0.12283787131309509,0.1365058869123459,0.006495310296961024,0.7175,0.9928825622775801,0.05000000000000071,0.0,0.00013129196304362267,0.2188701033592224,0.0002831494784913957,0.00013220228720456362,0.20805609226226807,0.4080560803413391
PD+FF,speed_step,1067,True,True,0.2951108468076584,0.10806819989543962,0.03272292140324839,0.0866284891963005,0.09451901167631149,0.018475402676065455,0.7575,0.9893238434163701,0.10000000000000053,0.0,0.00012776482617482543,0.21951931715011597,0.00019330579380039126,9.050743392435834e-05,0.20151829719543457,0.4015182852745056
PD+FF,speed_step,1068,True,True,0.2699974268188833,0.10063246418588422,0.03334012029497102,0.08729010075330734,0.09584356099367142,0.010673425985612214,0.765,0.9893238434163701,0.10000000000000053,0.0,0.00012605669326148927,0.2193629890680313,0.0001955820625880733,9.195136226480827e-05,0.25048118829727173,0.4504811763763428
PD+FF,speed_step,1069,True,True,0.26679393704483595,0.09780027162682887,0.03040845594107058,0.07935722917318344,0.08742351084947586,0.01714319689732757,0.7675,0.9893238434163701,0.10000000000000053,0.0,0.00012661116488743573,0.2195838987827301,0.0001760632876539603,8.281929331133142e-05,0.24751581251621246,0.4475158154964447
PD+FF,speed_step,1070,True,True,0.5627414783145255,0.21596270282260907,0.05828002959224648,0.15499618649482727,0.17434875667095184,0.019526399532136474,0.6625,0.9430604982206405,0.75,0.0,0.00013996948837302625,0.2185755968093872,0.0003381759161129594,0.00015827157767489552,0.22921264171600342,0.42921262979507446
