controller,condition,family,seed,success,full_rmse,primary_error,stable_ratio,forward_overshoot,command_smoothness,secondary_time_name,secondary_time,post_peak_or_p95_error,final_error
Nominal Residual PPO,Position noise 0.10 m,noise,1059,True,0.39761680364608765,0.02600790746510029,0.8075,0.02490091323852539,0.014026347547769547,settling_time,3.85,nan,0.0246697086840868
Nominal Residual PPO,Position noise 0.10 m,noise,1060,True,0.2639128863811493,0.01869659125804901,0.83,0.020775794982910156,0.01468159630894661,settling_time,3.4000000000000004,nan,0.011769894510507584
Nominal Residual PPO,Position noise 0.10 m,noise,1061,True,0.302101194858551,0.025238126516342163,0.835,0.010999679565429688,0.015539353713393211,settling_time,3.3000000000000003,nan,0.02215963788330555
Nominal Residual PPO,Position noise 0.10 m,noise,1062,True,0.3559380769729614,0.02435798943042755,0.7925,0.028791427612304688,0.01525082252919674,settling_time,4.4,nan,0.010216999799013138
Nominal Residual PPO,Position noise 0.10 m,noise,1063,True,0.20422835648059845,0.02265104092657566,0.8575,0.02184605598449707,0.014096303842961788,settling_time,3.0,nan,0.017013031989336014
Nominal Residual PPO,Position noise 0.10 m,noise,1064,True,0.4626044034957886,0.026263562962412834,0.79,0.016488075256347656,0.012906122021377087,settling_time,4.2,nan,0.02007513865828514
Nominal Residual PPO,Position noise 0.10 m,noise,1065,True,0.21678988635540009,0.02283668890595436,0.8325,0.02623462677001953,0.014616844244301319,settling_time,3.95,nan,0.013117819093167782
Nominal Residual PPO,Position noise 0.10 m,noise,1066,True,0.38109415769577026,0.020931635051965714,0.81,0.006259918212890625,0.014577571302652359,settling_time,3.8000000000000003,nan,0.024360986426472664
Nominal Residual PPO,Position noise 0.10 m,noise,1067,True,0.25895723700523376,0.016503404825925827,0.84,0.008453965187072754,0.013101615011692047,settling_time,3.2,nan,0.006884583737701178
Nominal Residual PPO,Position noise 0.10 m,noise,1068,True,0.23819449543952942,0.018394477665424347,0.855,0.0051517486572265625,0.01398747693747282,settling_time,2.9000000000000004,nan,0.016449762508273125
Nominal Residual PPO,Position noise 0.10 m,noise,1069,True,0.2357713133096695,0.021317875012755394,0.83,0.02914118766784668,0.014607848599553108,settling_time,3.4000000000000004,nan,0.011492867022752762
Nominal Residual PPO,Position noise 0.10 m,noise,1070,True,0.5255039930343628,0.029837878420948982,0.7875,0.0,0.013932211324572563,settling_time,4.25,nan,0.02428342215716839
Nominal Residual PPO,Position noise 0.10 m,noise,1071,True,0.5090065002441406,0.027856089174747467,0.785,0.023313045501708984,0.01473518367856741,settling_time,4.3,nan,0.014613963663578033
Nominal Residual PPO,Position noise 0.10 m,noise,1072,True,0.4119330942630768,0.030975913628935814,0.7875,0.01874542236328125,0.014985451474785805,settling_time,4.25,nan,0.012573602609336376
Nominal Residual PPO,Position noise 0.10 m,noise,1073,True,0.5171481966972351,0.035802118480205536,0.7725,0.0081329345703125,0.01410643383860588,settling_time,4.95,nan,0.01602163538336754
Nominal Residual PPO,Position noise 0.10 m,noise,1074,True,0.18425396084785461,0.01882549747824669,0.8525,0.020721912384033203,0.015798397362232208,settling_time,2.95,nan,0.005310872569680214
Nominal Residual PPO,Position noise 0.10 m,noise,1075,True,0.3105246126651764,0.019820570945739746,0.8125,0.00867009162902832,0.01544163003563881,settling_time,3.75,nan,0.009717731736600399
Nominal Residual PPO,Position noise 0.10 m,noise,1076,True,0.4938935339450836,0.024480901658535004,0.7725,0.02391815185546875,0.013569796457886696,settling_time,4.55,nan,0.009107665158808231
Nominal Residual PPO,Position noise 0.10 m,noise,1077,True,0.26639324426651,0.020820941776037216,0.8275,0.014933347702026367,0.015999289229512215,settling_time,3.45,nan,0.008023184724152088
Nominal Residual PPO,Position noise 0.10 m,noise,1078,True,0.23377725481987,0.021055467426776886,0.8375,0.0011091232299804688,0.015226232819259167,settling_time,3.35,nan,0.01441084686666727
Nominal Residual PPO,Position noise 0.10 m,noise,1079,True,0.28567472100257874,0.02260834351181984,0.825,0.02735614776611328,0.01456504501402378,settling_time,3.5,nan,0.009354150854051113
Nominal Residual PPO,Position noise 0.10 m,noise,1080,True,0.24898295104503632,0.02162053994834423,0.8325,0.02347421646118164,0.01531829684972763,settling_time,3.35,nan,0.010706596076488495
Nominal Residual PPO,Position noise 0.10 m,noise,1081,True,0.438219279050827,0.02465260960161686,0.8025,0.010567188262939453,0.014753174036741257,settling_time,4.4,nan,0.006171076558530331
Nominal Residual PPO,Position noise 0.10 m,noise,1082,True,0.2811906933784485,0.023776089772582054,0.83,0.023018836975097656,0.014866229146718979,settling_time,3.45,nan,0.012511365115642548
Nominal Residual PPO,Position noise 0.10 m,noise,1083,True,0.409185528755188,0.02129335328936577,0.8075,0.009490013122558594,0.01292978972196579,settling_time,3.85,nan,0.008609486743807793
Nominal Residual PPO,Position noise 0.10 m,noise,1084,True,0.3104737401008606,0.02189761959016323,0.8075,0.005876064300537109,0.013770836405456066,settling_time,3.9000000000000004,nan,0.007540660444647074
Nominal Residual PPO,Position noise 0.10 m,noise,1085,True,0.2225617617368698,0.020926829427480698,0.855,0.019544601440429688,0.017002196982502937,settling_time,2.9000000000000004,nan,0.023931393399834633
Nominal Residual PPO,Position noise 0.10 m,noise,1086,True,0.287314772605896,0.02601918764412403,0.8225,0.01247406005859375,0.013912094756960869,settling_time,3.5500000000000003,nan,0.008815239183604717
Nominal Residual PPO,Position noise 0.10 m,noise,1087,True,0.4285534620285034,0.03056550957262516,0.785,0.0099029541015625,0.014831379987299442,settling_time,4.3,nan,0.00841552671045065
Nominal Residual PPO,Position noise 0.10 m,noise,1088,True,0.4343861937522888,0.03268130123615265,0.785,0.019873619079589844,0.01409522257745266,settling_time,4.3,nan,0.02449248917400837
Nominal Residual PPO,Position noise 0.10 m,noise,1089,True,0.6158028244972229,0.03211956098675728,0.755,0.020203113555908203,0.01374667976051569,settling_time,4.95,nan,0.03887150064110756
Nominal Residual PPO,Position noise 0.10 m,noise,1090,True,0.31719285249710083,0.02592209354043007,0.81,0.013284683227539062,0.016826221719384193,settling_time,4.6000000000000005,nan,0.020276496186852455
Nominal Residual PPO,Position noise 0.10 m,noise,1091,True,0.6240230202674866,0.03424607217311859,0.7575,0.022647380828857422,0.014091862365603447,settling_time,4.8500000000000005,nan,0.012497644871473312
Nominal Residual PPO,Position noise 0.10 m,noise,1092,True,0.6130357384681702,0.024055717512965202,0.75,0.015287399291992188,0.013546050526201725,settling_time,5.0,nan,0.015292046591639519
Nominal Residual PPO,Position noise 0.10 m,noise,1093,True,0.2754235565662384,0.022708561271429062,0.8225,0.012979984283447266,0.0137474425137043,settling_time,3.5500000000000003,nan,0.01811733841896057
Nominal Residual PPO,Position noise 0.10 m,noise,1094,True,0.27427414059638977,0.022198127582669258,0.83,0.013312339782714844,0.015073013491928577,settling_time,3.4000000000000004,nan,0.016974231228232384
Nominal Residual PPO,Position noise 0.10 m,noise,1095,True,0.387893944978714,0.03001129999756813,0.795,0.010474681854248047,0.01401765737682581,settling_time,4.1000000000000005,nan,0.023371808230876923
Nominal Residual PPO,Position noise 0.10 m,noise,1096,True,0.23494407534599304,0.02531246840953827,0.8425,0.012389659881591797,0.014176257885992527,settling_time,3.7,nan,0.011055784299969673
Nominal Residual PPO,Position noise 0.10 m,noise,1097,True,0.3717142641544342,0.03177010267972946,0.82,0.018904685974121094,0.01539400964975357,settling_time,3.6,nan,0.016788024455308914
Nominal Residual PPO,Position noise 0.10 m,noise,1098,True,0.40788063406944275,0.027811966836452484,0.7875,0.02859783172607422,0.013416213914752007,settling_time,4.75,nan,0.022864041849970818
Nominal Residual PPO,Position noise 0.10 m,noise,1099,True,0.6170791387557983,0.0421326607465744,0.75,0.010348796844482422,0.013241501525044441,settling_time,5.0,nan,0.019991446286439896
Robust Residual PPO,Position noise 0.10 m,noise,1000,True,0.36349019408226013,0.02412194386124611,0.7825,0.023510456085205078,0.028571603819727898,settling_time,15.600000000000001,nan,0.02419477514922619
Robust Residual PPO,Position noise 0.10 m,noise,1001,True,0.3710937201976776,0.024056684225797653,0.79,0.020905017852783203,0.03278651088476181,settling_time,4.4,nan,0.018708188086748123
Robust Residual PPO,Position noise 0.10 m,noise,1002,True,0.46087712049484253,0.022813666611909866,0.76,0.0264739990234375,0.03113953396677971,settling_time,6.550000000000001,nan,0.01175808534026146
Robust Residual PPO,Position noise 0.10 m,noise,1003,True,0.5409116148948669,0.02412291243672371,0.7475,0.03295779228210449,0.031067686155438423,settling_time,5.7,nan,0.017576327547430992
Robust Residual PPO,Position noise 0.10 m,noise,1004,True,0.6131517887115479,0.026787303388118744,0.7275,0.024748802185058594,0.033816587179899216,settling_time,18.400000000000002,nan,0.041081082075834274
Robust Residual PPO,Position noise 0.10 m,noise,1005,True,0.6055117845535278,0.023615321144461632,0.745,0.02151966094970703,0.03165269270539284,settling_time,5.1000000000000005,nan,0.015750940889120102
Robust Residual PPO,Position noise 0.10 m,noise,1006,True,0.4387476444244385,0.019437583163380623,0.7625,0.01537466049194336,0.02835787646472454,settling_time,5.050000000000001,nan,0.017327558249235153
Robust Residual PPO,Position noise 0.10 m,noise,1007,True,0.640489935874939,0.022118642926216125,0.7075,0.017009735107421875,0.02732631377875805,settling_time,18.150000000000002,nan,0.010469944216310978
Robust Residual PPO,Position noise 0.10 m,noise,1008,True,0.5354700684547424,0.0202390905469656,0.77,0.013903379440307617,0.03220978006720543,settling_time,5.2,nan,0.014305890537798405
Robust Residual PPO,Position noise 0.10 m,noise,1009,True,0.5580800175666809,0.021344508975744247,0.75,0.03217363357543945,0.031107719987630844,settling_time,5.25,nan,0.034315984696149826
Robust Residual PPO,Position noise 0.10 m,noise,1010,True,0.6573113799095154,0.03508174046874046,0.6925,0.027222633361816406,0.02916606143116951,settling_time,15.5,nan,0.012384645640850067
Robust Residual PPO,Position noise 0.10 m,noise,1011,True,0.4544855058193207,0.02832857333123684,0.77,0.025782108306884766,0.028741683810949326,settling_time,14.350000000000001,nan,0.050719764083623886
Robust Residual PPO,Position noise 0.10 m,noise,1012,True,0.4650247395038605,0.016376858577132225,0.775,0.018623709678649902,0.031545743346214294,settling_time,4.6000000000000005,nan,0.0166375320404768
Robust Residual PPO,Position noise 0.10 m,noise,1013,True,0.3081596791744232,0.021341068670153618,0.81,0.042233943939208984,0.03347555175423622,settling_time,11.15,nan,0.011407140642404556
Robust Residual PPO,Position noise 0.10 m,noise,1014,True,0.45074325799942017,0.02065403014421463,0.7525,0.039589881896972656,0.031145431101322174,settling_time,6.25,nan,0.008341730572283268
Robust Residual PPO,Position noise 0.10 m,noise,1015,True,0.46004578471183777,0.015447958372533321,0.76,0.0262451171875,0.02829153463244438,settling_time,4.800000000000001,nan,0.011068465188145638
Robust Residual PPO,Position noise 0.10 m,noise,1016,True,0.4956052601337433,0.018591828644275665,0.765,0.021748781204223633,0.033617518842220306,settling_time,4.9,nan,0.01741551049053669
Robust Residual PPO,Position noise 0.10 m,noise,1017,True,0.2539781928062439,0.0208591278642416,0.825,0.03852438926696777,0.02939099632203579,settling_time,3.5500000000000003,nan,0.014208145439624786
Robust Residual PPO,Position noise 0.10 m,noise,1018,True,0.3592497706413269,0.021055081859230995,0.7825,0.030411720275878906,0.03204602375626564,settling_time,19.6,nan,0.022755540907382965
Robust Residual PPO,Position noise 0.10 m,noise,1019,True,0.5142161846160889,0.018430234864354134,0.7325,0.04129505157470703,0.030654950067400932,settling_time,7.75,nan,0.02054602839052677
Robust Residual PPO,Position noise 0.10 m,noise,1020,True,0.3138464391231537,0.019706672057509422,0.7925,0.03588724136352539,0.0314636267721653,settling_time,18.05,nan,0.03522523492574692
Robust Residual PPO,Position noise 0.10 m,noise,1021,True,0.5308935046195984,0.03289186209440231,0.745,0.03679847717285156,0.029728097841143608,settling_time,5.6000000000000005,nan,0.025366785004734993
Robust Residual PPO,Position noise 0.10 m,noise,1022,True,0.6866740584373474,0.02687658928334713,0.7075,0.041534423828125,0.028861090540885925,settling_time,17.45,nan,0.022752635180950165
Robust Residual PPO,Position noise 0.10 m,noise,1023,True,0.5445302724838257,0.02859256975352764,0.73,0.039217472076416016,0.029227884486317635,settling_time,19.8,nan,0.015900442376732826
Robust Residual PPO,Position noise 0.10 m,noise,1024,True,0.4602910280227661,0.033197760581970215,0.7675,0.029205799102783203,0.03084118850529194,settling_time,13.4,nan,0.01016306970268488
Robust Residual PPO,Position noise 0.10 m,noise,1025,True,0.20870156586170197,0.02099118009209633,0.8125,0.02716660499572754,0.032211534678936005,settling_time,17.400000000000002,nan,0.0030245434027165174
Robust Residual PPO,Position noise 0.10 m,noise,1026,True,0.5131130218505859,0.029408100992441177,0.7225,0.05060100555419922,0.030207760632038116,settling_time,18.25,nan,0.007888330146670341
Robust Residual PPO,Position noise 0.10 m,noise,1027,True,0.6351022124290466,0.028320489451289177,0.695,0.03763008117675781,0.027034347876906395,settling_time,17.0,nan,0.027315393090248108
Robust Residual PPO,Position noise 0.10 m,noise,1028,True,0.23765674233436584,0.01882711984217167,0.8225,0.02988409996032715,0.03400515392422676,settling_time,15.700000000000001,nan,0.03235889971256256
Robust Residual PPO,Position noise 0.10 m,noise,1029,True,0.2385103404521942,0.020916271954774857,0.82,0.027338266372680664,0.0287356898188591,settling_time,18.05,nan,0.022437436506152153
Robust Residual PPO,Position noise 0.10 m,noise,1030,True,0.589583158493042,0.025663912296295166,0.7275,0.029449462890625,0.03067275695502758,settling_time,9.25,nan,0.027803635224699974
Robust Residual PPO,Position noise 0.10 m,noise,1031,True,0.3598814308643341,0.021788781508803368,0.7825,0.022449970245361328,0.033966440707445145,settling_time,9.600000000000001,nan,0.024033818393945694
Robust Residual PPO,Position noise 0.10 m,noise,1032,True,0.2555982172489166,0.019470158964395523,0.82,0.038799285888671875,0.03185262158513069,settling_time,15.25,nan,0.015876764431595802
Robust Residual PPO,Position noise 0.10 m,noise,1033,True,0.3003009557723999,0.02176494151353836,0.805,0.033512115478515625,0.03285134956240654,settling_time,8.55,nan,0.00775034399703145
Robust Residual PPO,Position noise 0.10 m,noise,1034,True,0.2003672868013382,0.01648969016969204,0.8325,0.027913331985473633,0.038044098764657974,settling_time,11.600000000000001,nan,0.018939044326543808
Robust Residual PPO,Position noise 0.10 m,noise,1035,True,0.4993650019168854,0.022223543375730515,0.75,0.037525177001953125,0.027193212881684303,settling_time,11.850000000000001,nan,0.00697709247469902
Robust Residual PPO,Position noise 0.10 m,noise,1036,True,0.49949800968170166,0.02420928329229355,0.7575,0.043956756591796875,0.027814045548439026,settling_time,17.05,nan,0.026724904775619507
Robust Residual PPO,Position noise 0.10 m,noise,1037,True,0.4790009558200836,0.022668438032269478,0.765,0.049468994140625,0.030427832156419754,settling_time,13.850000000000001,nan,0.017335565760731697
Robust Residual PPO,Position noise 0.10 m,noise,1038,True,0.48197829723358154,0.02426319010555744,0.7475,0.02201366424560547,0.0313606821000576,settling_time,6.5,nan,0.039733707904815674
Robust Residual PPO,Position noise 0.10 m,noise,1039,True,0.20194721221923828,0.02403530292212963,0.835,0.049163818359375,0.03236037492752075,settling_time,10.0,nan,0.022839931771159172
Robust Residual PPO,Position noise 0.10 m,noise,1040,True,0.2677578032016754,0.023557070642709732,0.8175,0.024352073669433594,0.0304911807179451,settling_time,3.7,nan,0.022218521684408188
Robust Residual PPO,Position noise 0.10 m,noise,1041,True,0.21376848220825195,0.022688770666718483,0.805,0.03415393829345703,0.033603329211473465,settling_time,18.5,nan,0.017926625907421112
Robust Residual PPO,Position noise 0.10 m,noise,1042,True,0.4526941478252411,0.018191812559962273,0.7725,0.022391796112060547,0.028998516499996185,settling_time,14.850000000000001,nan,0.005956101696938276
Robust Residual PPO,Position noise 0.10 m,noise,1043,True,0.5603159070014954,0.029041947796940804,0.7625,0.035178184509277344,0.029859423637390137,settling_time,17.3,nan,0.026233216747641563
Robust Residual PPO,Position noise 0.10 m,noise,1044,True,0.6013195514678955,0.023945482447743416,0.7525,0.036428213119506836,0.03323331102728844,settling_time,8.9,nan,0.012920578010380268
Robust Residual PPO,Position noise 0.10 m,noise,1045,True,0.23574791848659515,0.023743897676467896,0.8075,0.03330850601196289,0.03494032099843025,settling_time,13.75,nan,0.018391015008091927
Robust Residual PPO,Position noise 0.10 m,noise,1046,True,0.634015679359436,0.032841283828020096,0.7325,0.03331184387207031,0.029520360752940178,settling_time,15.15,nan,0.016955522820353508
Robust Residual PPO,Position noise 0.10 m,noise,1047,True,0.33112820982933044,0.02142983116209507,0.8025,0.03403306007385254,0.03246540203690529,settling_time,17.150000000000002,nan,0.013226538896560669
Robust Residual PPO,Position noise 0.10 m,noise,1048,True,0.3403962552547455,0.023887034505605698,0.775,0.039154052734375,0.03323570638895035,settling_time,12.25,nan,0.03210081532597542
Robust Residual PPO,Position noise 0.10 m,noise,1049,True,0.5343737006187439,0.02340741641819477,0.735,0.034311771392822266,0.029198668897151947,settling_time,15.200000000000001,nan,0.015365801751613617
Robust Residual PPO,Position noise 0.10 m,noise,1050,True,0.43218111991882324,0.02540958859026432,0.7425,0.04036140441894531,0.033110059797763824,settling_time,12.05,nan,0.014371185563504696
Robust Residual PPO,Position noise 0.10 m,noise,1051,True,0.25935572385787964,0.018468474969267845,0.825,0.029579639434814453,0.03003278188407421,settling_time,14.600000000000001,nan,0.008343626745045185
Robust Residual PPO,Position noise 0.10 m,noise,1052,True,0.4730303883552551,0.024421101436018944,0.7525,0.04170417785644531,0.03063468635082245,settling_time,17.05,nan,0.023680293932557106
Robust Residual PPO,Position noise 0.10 m,noise,1053,True,0.246669203042984,0.018394123762845993,0.8225,0.023909568786621094,0.029547857120633125,settling_time,15.3,nan,0.027344807982444763
Robust Residual PPO,Position noise 0.10 m,noise,1054,True,0.6418843865394592,0.025322968140244484,0.7125,0.024837493896484375,0.02766280248761177,settling_time,10.3,nan,0.011633290909230709
Robust Residual PPO,Position noise 0.10 m,noise,1055,True,0.2991519868373871,0.020638028159737587,0.79,0.047438621520996094,0.031413882970809937,settling_time,18.900000000000002,nan,0.02219429798424244
Robust Residual PPO,Position noise 0.10 m,noise,1056,True,0.2396480143070221,0.020723184570670128,0.83,0.042050838470458984,0.03341640904545784,settling_time,19.450000000000003,nan,0.00786811113357544
Robust Residual PPO,Position noise 0.10 m,noise,1057,True,0.40618494153022766,0.020742423832416534,0.7875,0.022017955780029297,0.028835248202085495,settling_time,4.55,nan,0.006009245291352272
Robust Residual PPO,Position noise 0.10 m,noise,1058,True,0.6272246837615967,0.026315616443753242,0.72,0.03278160095214844,0.03087199106812477,settling_time,14.8,nan,0.014209319837391376
Robust Residual PPO,Position noise 0.10 m,noise,1059,True,0.3946754038333893,0.022347621619701385,0.76,0.038306236267089844,0.030099334195256233,settling_time,14.0,nan,0.025076180696487427
Robust Residual PPO,Position noise 0.10 m,noise,1060,True,0.256254643201828,0.018916135653853416,0.825,0.028562068939208984,0.030934719368815422,settling_time,19.5,nan,0.012829716317355633
Robust Residual PPO,Position noise 0.10 m,noise,1061,True,0.30275633931159973,0.021794868633151054,0.8,0.03408670425415039,0.03505983203649521,settling_time,14.55,nan,0.033402640372514725
Robust Residual PPO,Position noise 0.10 m,noise,1062,True,0.34913572669029236,0.021775387227535248,0.7925,0.04486894607543945,0.03384537994861603,settling_time,4.4,nan,0.006308982614427805
Robust Residual PPO,Position noise 0.10 m,noise,1063,True,0.20024864375591278,0.021197106689214706,0.8325,0.03922915458679199,0.03165122866630554,settling_time,12.100000000000001,nan,0.016643593087792397
Robust Residual PPO,Position noise 0.10 m,noise,1064,True,0.4617178738117218,0.022203242406249046,0.755,0.03671550750732422,0.02910565212368965,settling_time,7.75,nan,0.016980499029159546
Robust Residual PPO,Position noise 0.10 m,noise,1065,True,0.20830801129341125,0.026322083547711372,0.8175,0.03795766830444336,0.03226993978023529,settling_time,4.7,nan,0.017591653391718864
Robust Residual PPO,Position noise 0.10 m,noise,1066,True,0.38263627886772156,0.019978605210781097,0.7825,0.028233647346496582,0.03256678208708763,settling_time,18.25,nan,0.025966225191950798
Robust Residual PPO,Position noise 0.10 m,noise,1067,True,0.25468751788139343,0.015706147998571396,0.8325,0.02983272075653076,0.0290935430675745,settling_time,10.200000000000001,nan,0.005303422454744577
Robust Residual PPO,Position noise 0.10 m,noise,1068,True,0.23706862330436707,0.01576661318540573,0.8225,0.021214008331298828,0.032220255583524704,settling_time,4.800000000000001,nan,0.015983380377292633
Robust Residual PPO,Position noise 0.10 m,noise,1069,True,0.23161782324314117,0.024660807102918625,0.8175,0.05298590660095215,0.03129584342241287,settling_time,14.55,nan,0.011712382547557354
Robust Residual PPO,Position noise 0.10 m,noise,1070,True,0.5255708694458008,0.021791962906718254,0.75,0.012343883514404297,0.030178997665643692,settling_time,14.4,nan,0.01988223008811474
Robust Residual PPO,Position noise 0.10 m,noise,1071,True,0.5098714828491211,0.024366779252886772,0.7525,0.04529237747192383,0.03168312460184097,settling_time,5.550000000000001,nan,0.01893550343811512
Robust Residual PPO,Position noise 0.10 m,noise,1072,True,0.4126708209514618,0.027409661561250687,0.7625,0.0487675666809082,0.031643740832805634,settling_time,15.25,nan,0.02181307040154934
Robust Residual PPO,Position noise 0.10 m,noise,1073,True,0.5172783732414246,0.02315930463373661,0.7575,0.0311126708984375,0.031408220529556274,settling_time,15.850000000000001,nan,0.01697917841374874
Robust Residual PPO,Position noise 0.10 m,noise,1074,True,0.17813433706760406,0.01766444928944111,0.85,0.03537750244140625,0.035112716257572174,settling_time,11.850000000000001,nan,0.011303432285785675
Robust Residual PPO,Position noise 0.10 m,noise,1075,True,0.3075040578842163,0.019180364906787872,0.805,0.029012441635131836,0.03355781361460686,settling_time,11.4,nan,0.006370136048644781
Robust Residual PPO,Position noise 0.10 m,noise,1076,True,0.48954638838768005,0.02104393020272255,0.765,0.03987741470336914,0.03118632175028324,settling_time,4.800000000000001,nan,0.013242966495454311
Robust Residual PPO,Position noise 0.10 m,noise,1077,True,0.2599151134490967,0.020280295982956886,0.8275,0.029828786849975586,0.03546717017889023,settling_time,15.700000000000001,nan,0.007102170493453741
Robust Residual PPO,Position noise 0.10 m,noise,1078,True,0.22678911685943604,0.017329879105091095,0.825,0.016008853912353516,0.03213215246796608,settling_time,15.75,nan,0.01144702360033989
Robust Residual PPO,Position noise 0.10 m,noise,1079,True,0.28191596269607544,0.026073312386870384,0.8175,0.03805828094482422,0.031615134328603745,settling_time,14.55,nan,0.006943437736481428
Robust Residual PPO,Position noise 0.10 m,noise,1080,True,0.24509455263614655,0.01831769570708275,0.8175,0.03691244125366211,0.03380715101957321,settling_time,5.050000000000001,nan,0.009457474574446678
Robust Residual PPO,Position noise 0.10 m,noise,1081,True,0.4378953278064728,0.02001877874135971,0.7575,0.038613319396972656,0.032323382794857025,settling_time,8.3,nan,0.007794469129294157
Robust Residual PPO,Position noise 0.10 m,noise,1082,True,0.2775789201259613,0.024659665301442146,0.81,0.04923677444458008,0.03220527246594429,settling_time,18.05,nan,0.008649821393191814
Robust Residual PPO,Position noise 0.10 m,noise,1083,True,0.40992245078086853,0.019787218421697617,0.7925,0.02857804298400879,0.028689570724964142,settling_time,4.3,nan,0.01161126233637333
Robust Residual PPO,Position noise 0.10 m,noise,1084,True,0.30324846506118774,0.02071666531264782,0.805,0.015649795532226562,0.029900072142481804,settling_time,17.55,nan,0.00841747596859932
Robust Residual PPO,Position noise 0.10 m,noise,1085,True,0.2210569828748703,0.02008441835641861,0.825,0.0362091064453125,0.03642262890934944,settling_time,3.85,nan,0.029800280928611755
Robust Residual PPO,Position noise 0.10 m,noise,1086,True,0.28008490800857544,0.021698137745261192,0.8125,0.030742645263671875,0.03127811476588249,settling_time,19.150000000000002,nan,0.012096461839973927
Robust Residual PPO,Position noise 0.10 m,noise,1087,True,0.4209583103656769,0.020096339285373688,0.7775,0.025777816772460938,0.031983718276023865,settling_time,5.300000000000001,nan,0.009117252193391323
Robust Residual PPO,Position noise 0.10 m,noise,1088,True,0.4270813763141632,0.02688267081975937,0.7675,0.031920433044433594,0.03045782446861267,settling_time,11.0,nan,0.029050158336758614
Robust Residual PPO,Position noise 0.10 m,noise,1089,True,0.6173912286758423,0.02560228668153286,0.735,0.04645252227783203,0.03034547157585621,settling_time,16.2,nan,0.0410308800637722
Robust Residual PPO,Position noise 0.10 m,noise,1090,True,0.3098900318145752,0.018512798473238945,0.795,0.03118610382080078,0.036553509533405304,settling_time,16.400000000000002,nan,0.018784355372190475
Robust Residual PPO,Position noise 0.10 m,noise,1091,True,0.6195793747901917,0.028416944667696953,0.7275,0.032923221588134766,0.030627194792032242,settling_time,18.2,nan,0.01957131363451481
Robust Residual PPO,Position noise 0.10 m,noise,1092,True,0.6123595237731934,0.02214263193309307,0.73,0.03368043899536133,0.029169680550694466,settling_time,18.0,nan,0.03152501583099365
Robust Residual PPO,Position noise 0.10 m,noise,1093,True,0.27619844675064087,0.027228720486164093,0.8075,0.029189109802246094,0.029650235548615456,settling_time,4.6000000000000005,nan,0.01819564402103424
Robust Residual PPO,Position noise 0.10 m,noise,1094,True,0.2685745060443878,0.021933700889348984,0.805,0.03139638900756836,0.031818538904190063,settling_time,17.650000000000002,nan,0.018094301223754883
Robust Residual PPO,Position noise 0.10 m,noise,1095,True,0.3841710686683655,0.021597784012556076,0.77,0.022169828414916992,0.03074960969388485,settling_time,6.9,nan,0.021180836483836174
Robust Residual PPO,Position noise 0.10 m,noise,1096,True,0.23060846328735352,0.023731280118227005,0.8225,0.030698776245117188,0.033391620963811874,settling_time,17.3,nan,0.019359761849045753
Robust Residual PPO,Position noise 0.10 m,noise,1097,True,0.37240710854530334,0.026747331023216248,0.795,0.044985055923461914,0.033019181340932846,settling_time,17.7,nan,0.008853141218423843
Robust Residual PPO,Position noise 0.10 m,noise,1098,True,0.4057910740375519,0.022252723574638367,0.7725,0.045813560485839844,0.029089756309986115,settling_time,11.0,nan,0.021710719913244247
Robust Residual PPO,Position noise 0.10 m,noise,1099,True,0.6176522374153137,0.029610885307192802,0.735,0.020401954650878906,0.02870933525264263,settling_time,16.8,nan,0.021728813648223877
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1000,True,0.3605808615684509,0.0265906173735857,0.78,0.04682445526123047,0.06285510957241058,settling_time,18.55,nan,0.027492202818393707
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1001,True,0.3768097460269928,0.03673987090587616,0.7725,0.05498313903808594,0.05929532274603844,settling_time,17.25,nan,0.05349895730614662
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1002,True,0.4678129553794861,0.048739466816186905,0.75,0.07374095916748047,0.06746526062488556,settling_time,12.25,nan,0.03081979788839817
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1003,True,0.5474601984024048,0.050012074410915375,0.75,0.031896114349365234,0.06289956718683243,settling_time,18.0,nan,0.03487309068441391
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1004,True,0.6197165846824646,0.053385939449071884,0.725,0.021749496459960938,0.055963046848773956,settling_time,17.75,nan,0.05922869220376015
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1005,True,0.6049706935882568,0.03783070668578148,0.715,0.04679155349731445,0.060143835842609406,settling_time,18.75,nan,0.029196983203291893
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1006,True,0.4394637644290924,0.018389130011200905,0.7525,0.024749279022216797,0.06417747586965561,settling_time,13.700000000000001,nan,0.004613545257598162
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1007,True,0.6425933837890625,0.04880960285663605,0.7275,0.01129770278930664,0.057327061891555786,settling_time,12.65,nan,0.05323343351483345
Nominal Residual PPO,Velocity noise 0.10 m/s,noise,1008,True,0.5400427579879761,0.04053753986954689,0.73,0.02838754653930664,0.05885285884141922,settling_time,19.8,nan,0.05134430155158043
