phase,family,condition,severity,severity_unit,method,success_rate,full_rmse_mean,primary_error_name,primary_error_mean,stable_ratio_mean,capture_time_mean,settling_or_recovery_time_mean,forward_overshoot_mean,command_smoothness_mean,max_command_change_mean,held_out,source_file,notes
5B-1,robust_training_alpha_sweep,velocity_coupling_alpha,0.75,alpha,Robust Residual PPO,1.0,0.3844409173051499,steady_rmse,0.0033500437700334,0.8198750000000001,3.606,,0.0060861584544181,0.0001326234207787,,False,robust_residual_alpha_sweep_summary.csv,"Robust policy trained from scratch with alpha ~ U(0, 0.75); alpha=1.0 is a held-out severity, not an unseen fault type."
5B-1,robust_training_alpha_sweep,velocity_coupling_alpha,1.0,alpha,Nominal Residual PPO,0.58,0.4057659064814298,steady_rmse,0.0650191371763809,0.5697249999999999,7.753000000000001,,0.1871842870116233,0.0003161919917786,,True,robust_residual_alpha_sweep_summary.csv,"Robust policy trained from scratch with alpha ~ U(0, 0.75); alpha=1.0 is a held-out severity, not an unseen fault type."
5B-1,robust_training_alpha_sweep,velocity_coupling_alpha,1.0,alpha,Robust Residual PPO,0.95,0.4024377012222817,steady_rmse,0.037941218035095,0.68325,6.092000000000001,,0.1229270845651626,0.0003243491707745,,True,robust_residual_alpha_sweep_summary.csv,"Robust policy trained from scratch with alpha ~ U(0, 0.75); alpha=1.0 is a held-out severity, not an unseen fault type."
5B-2,cross_robustness,Nominal,,endpoint,Nominal Residual PPO,1.0,0.404345293790102,condition_specific_primary_error,0.0172676667757332,0.8057999999999998,,3.884,0.0053199243545532,3.60298520536162e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Nominal,,endpoint,Robust Residual PPO,1.0,0.4018442590534687,condition_specific_primary_error,0.0087595658446662,0.7931999999999999,,4.136,0.0012850487232208,1.777441804733826e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Position noise 0.10 m,,endpoint,Nominal Residual PPO,1.0,0.4056119480729103,condition_specific_primary_error,0.0269067512266337,0.8001999999999998,,4.0760000000000005,0.015540531873703,0.0143079884815961,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Position noise 0.10 m,,endpoint,Robust Residual PPO,1.0,0.4030617922544479,condition_specific_primary_error,0.0227930731233209,0.7779999999999998,,12.23,0.0326128494739532,0.0312836330197751,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Velocity noise 0.10 m/s,,endpoint,Nominal Residual PPO,0.99,0.4080420735478401,condition_specific_primary_error,0.0390729419142007,0.7626,,16.853030303030305,0.0345150995254516,0.0630472326651215,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Velocity noise 0.10 m/s,,endpoint,Robust Residual PPO,0.97,0.4046612367033958,condition_specific_primary_error,0.0283167193364352,0.7465,,17.828350515463917,0.0405572640895843,0.0766741530597209,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Delay 400 ms,,endpoint,Nominal Residual PPO,1.0,0.3944876374304294,condition_specific_primary_error,0.0088704438391141,0.8085249999999999,,3.9175,0.0061867183446884,7.714410268818028e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Delay 400 ms,,endpoint,Robust Residual PPO,1.0,0.3928953848779201,condition_specific_primary_error,0.0067246143054217,0.817975,,3.6405,0.0096660137176513,6.644020304520381e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Vision loss 1.0 s,,endpoint,Nominal Residual PPO,1.0,0.4034932931630733,condition_specific_primary_error,0.0113228841072892,0.8008249999999998,,0.211,0.0088933813571929,0.0001213820798147,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Vision loss 1.0 s,,endpoint,Robust Residual PPO,1.0,0.4011976211773219,condition_specific_primary_error,0.0055126457721573,0.7896249999999999,,0.2700000000000001,0.0108267867565155,0.0002169080226667,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Speed step,,endpoint,Nominal Residual PPO,1.0,0.4045475204110452,condition_specific_primary_error,0.0183178509257478,0.9909964412811392,,0.0765000000000006,0.0121797084808349,0.0002346427414158,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Speed step,,endpoint,Robust Residual PPO,1.0,0.4019177205893125,condition_specific_primary_error,0.0098915123531822,0.990284697508897,,0.0865000000000005,0.0027566719055175,0.0003013736469438,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Lateral sine,,endpoint,Nominal Residual PPO,1.0,0.4060403845322784,condition_specific_primary_error,0.0430585195947395,0.9788612099644132,,0.247,0.010521556062399,0.0004128609382314,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Lateral sine,,endpoint,Robust Residual PPO,1.0,0.4032369286375836,condition_specific_primary_error,0.0377690167658525,0.9785765124555164,,0.251,0.0139597548914382,0.0004345988974091,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Constant turn,,endpoint,Nominal Residual PPO,1.0,0.4048393586523615,condition_specific_primary_error,0.0243523363505668,1.0,,0.0,0.013838688396038,5.144233993632952e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
5B-2,cross_robustness,Constant turn,,endpoint,Robust Residual PPO,1.0,0.4025558621326006,condition_specific_primary_error,0.026323510798677,1.0,,0.0,0.0124177812749027,3.2645279370626666e-05,,False,cross_robustness_summary.csv,Primary error = steady RMSE for noise/delay/vision; post-maneuver RMSE for target-motion scenarios.
